European Monetary Union Corporate Non-Financial BBB (EUR) spread

Min.   : 0.6204  
1st Qu.: 0.9057  
Median : 1.5246  
Mean   : 1.6641  
3rd Qu.: 2.0546  
Max.   : 5.5893  
NA's   :53.0000  

Yield;Frequenza
0.6204;0.150375939849624
0.766535294117647;7.96992481203008
0.912670588235294;25.4135338345865
1.05880588235294;33.2330827067669
1.20494117647059;38.3458646616541
1.35107647058824;44.6616541353383
1.49721176470588;49.4736842105263
1.64334705882353;54.5864661654135
1.78948235294118;63.3082706766917
1.93561764705882;69.9248120300752
2.08175294117647;77.7443609022556
2.22788823529412;83.609022556391
2.37402352941176;85.8646616541353
2.52015882352941;88.8721804511278
2.66629411764706;90.8270676691729
2.81242941176471;91.7293233082707
2.95856470588235;93.0827067669173
3.1047;93.8345864661654
3.25083529411765;94.2857142857143
3.39697058823529;94.8872180451128
3.54310588235294;95.0375939849624
3.68924117647059;95.187969924812
3.83537647058824;95.4887218045113
3.98151176470588;95.6390977443609
4.12764705882353;95.6390977443609
4.27378235294118;95.7894736842105
4.41991764705882;95.9398496240601
4.56605294117647;96.2406015037594
4.71218823529412;96.390977443609
4.85832352941176;96.8421052631579
5.00445882352941;97.4436090225564
5.15059411764706;98.1954887218045
5.29672941176471;98.796992481203
5.44286470588235;99.8496240601504
5.589;99.8496240601504
