JPM EMBI Global Diversified Composite (USD) spread

Min.   : 1.065  
1st Qu.: 3.251  
Median : 4.319  
Mean   : 4.561  
3rd Qu.: 6.154  
Max.   :11.191  

Yield;Frequenza
1.065;0.139275766016713
1.36279411764706;5.15320334261838
1.66058823529412;9.6100278551532
1.95838235294118;13.5097493036212
2.25617647058824;16.016713091922
2.55397058823529;18.3844011142061
2.85176470588235;19.4986072423398
3.14955882352941;22.4233983286908
3.44735294117647;27.4373259052925
3.74514705882353;35.0974930362117
4.04294117647059;46.100278551532
4.34073529411765;50.5571030640669
4.63852941176471;54.874651810585
4.93632352941176;58.6350974930362
5.23411764705882;62.6740947075209
5.53191176470588;66.8523676880223
5.82970588235294;70.1949860724234
6.1275;74.5125348189415
6.42529411764706;79.8050139275766
6.72308823529412;84.5403899721449
7.02088235294118;87.3259052924791
7.31867647058824;90.5292479108635
7.6164705882353;94.2896935933148
7.91426470588235;96.7966573816156
8.21205882352941;97.9108635097493
8.50985294117647;98.4679665738162
8.80764705882353;98.4679665738162
9.10544117647059;99.025069637883
9.40323529411765;99.1643454038997
9.70102941176471;99.3036211699164
9.99882352941176;99.4428969359331
10.2966176470588;99.5821727019499
10.5944117647059;99.8607242339833
10.8922058823529;99.8607242339833
11.19;99.8607242339833
