JPM EMBI Global Diversified Composite (USD)

Min.   : 5.220  
1st Qu.: 6.803  
Median : 8.328  
Mean   : 8.916  
3rd Qu.:11.160  
Max.   :16.005  

Yield;Frequenza
5.22;0.139275766016713
5.53705882352941;1.25348189415042
5.85411764705882;4.87465181058496
6.17117647058824;8.4958217270195
6.48823529411765;11.5598885793872
6.80529411764706;25.2089136490251
7.12235294117647;34.6796657381616
7.43941176470588;39.1364902506964
7.75647058823529;40.8077994428969
8.07352941176471;45.8217270194986
8.39058823529412;50.5571030640669
8.70764705882353;53.7604456824513
9.02470588235294;55.7103064066852
9.34176470588235;58.6350974930362
9.65882352941177;62.2562674094708
9.97588235294118;64.9025069637883
10.2929411764706;67.2701949860724
10.61;69.6378830083566
10.9270588235294;72.0055710306407
11.2441176470588;76.4623955431755
11.5611764705882;82.033426183844
11.8782352941176;87.0473537604457
12.1952941176471;90.3899721448468
12.5123529411765;92.8969359331476
12.8294117647059;95.2646239554318
13.1464705882353;97.7715877437326
13.4635294117647;98.4679665738162
13.7805882352941;98.8857938718663
14.0976470588235;99.1643454038997
14.4147058823529;99.4428969359331
14.7317647058824;99.4428969359331
15.0488235294118;99.4428969359331
15.3658823529412;99.7214484679666
15.6829411764706;99.8607242339833
16;99.8607242339833
