IBoxx Euro Sovereign Germany 3-5 Years (EUR)

Min.   : 0.7921  
1st Qu.: 2.6108  
Median : 3.3695  
Mean   : 3.3598  
3rd Qu.: 4.1817  
Max.   : 5.3065  
NA's   :53.0000  

Yield;Frequenza
0.7921;0.150375939849624
0.924861764705882;0.300751879699248
1.05762352941176;0.75187969924812
1.19038529411765;2.25563909774436
1.32314705882353;3.90977443609023
1.45590882352941;5.41353383458647
1.58867058823529;6.16541353383459
1.72143235294118;7.06766917293233
1.85419411764706;8.57142857142857
1.98695588235294;10.3759398496241
2.11971764705882;13.984962406015
2.25247941176471;17.8947368421053
2.38524117647059;20.9022556390977
2.51800294117647;23.609022556391
2.65076470588235;26.015037593985
2.78352647058824;28.1203007518797
2.91628823529412;31.2781954887218
3.04905;36.5413533834586
3.18181176470588;41.8045112781955
3.31457352941176;47.218045112782
3.44733529411765;51.7293233082707
3.58009705882353;55.187969924812
3.71285882352941;60.7518796992481
3.84562058823529;64.3609022556391
3.97838235294118;68.421052631579
4.11114411764706;73.0827067669173
4.24390588235294;76.390977443609
4.37666764705882;80.1503759398496
4.5094294117647;84.6616541353384
4.64219117647059;89.3233082706767
4.77495294117647;92.1804511278196
4.90771470588235;93.984962406015
5.04047647058824;95.3383458646617
5.17323823529412;98.3458646616541
5.306;99.8496240601504
