JPM EMBI + Composite (USD) spread

Min.   : 0.936  
1st Qu.: 3.171  
Median : 4.382  
Mean   : 4.870  
3rd Qu.: 6.689  
Max.   :12.461  

Yield;Frequenza
0.936;0.139275766016713
1.27494117647059;5.01392757660167
1.61388235294118;9.47075208913649
1.95282352941176;13.9275766016713
2.29176470588235;16.7130919220056
2.63070588235294;18.941504178273
2.96964705882353;21.4484679665738
3.30858823529412;26.8802228412256
3.64752941176471;32.3119777158774
3.98647058823529;43.0362116991643
4.32541176470588;49.1643454038997
4.66435294117647;54.4568245125348
5.00329411764706;57.9387186629526
5.34223529411765;60.4456824512535
5.68117647058824;65.1810584958217
6.02011764705882;67.966573816156
6.35905882352941;70.891364902507
6.698;75.2089136490251
7.03694117647059;80.7799442896936
7.37588235294118;83.1476323119777
7.71482352941177;85.2367688022284
8.05376470588235;86.3509749303621
8.39270588235294;88.9972144846797
8.73164705882353;91.3649025069638
9.07058823529412;94.5682451253482
9.40952941176471;96.5181058495822
9.7484705882353;98.050139275766
10.0874117647059;98.7465181058496
10.4263529411765;99.1643454038997
10.7652941176471;99.1643454038997
11.1042352941176;99.3036211699164
11.4431764705882;99.7214484679666
11.7821176470588;99.8607242339833
12.1210588235294;99.8607242339833
12.46;99.8607242339833
