European Monetary Union Corporate AA 5 - 7 Years (EUR) spread

Min.   :  0.3223  
1st Qu.:  0.5328  
Median :  0.9004  
Mean   :  1.2131  
3rd Qu.:  1.7890  
Max.   :  3.3735  
NA's   :214.0000  

Yield;Frequenza
0.3223;0.198412698412698
0.412055882352941;11.7063492063492
0.501811764705882;22.0238095238095
0.591567647058824;26.984126984127
0.681323529411765;29.3650793650794
0.771079411764706;35.3174603174603
0.860835294117647;48.6111111111111
0.950591176470588;52.3809523809524
1.04034705882353;55.5555555555556
1.13010294117647;60.3174603174603
1.21985882352941;61.7063492063492
1.30961470588235;62.6984126984127
1.39937058823529;63.6904761904762
1.48912647058824;65.0793650793651
1.57888235294118;66.6666666666667
1.66863823529412;70.2380952380952
1.75839411764706;74.2063492063492
1.84815;78.7698412698413
1.93790588235294;83.3333333333333
2.02766176470588;84.9206349206349
2.11741764705882;86.1111111111111
2.20717352941176;87.5
2.29692941176471;89.6825396825397
2.38668529411765;90.6746031746032
2.47644117647059;91.0714285714286
2.56619705882353;91.6666666666667
2.65595294117647;92.2619047619048
2.74570882352941;92.6587301587302
2.83546470588235;94.4444444444444
2.92522058823529;94.8412698412698
3.01497647058824;95.6349206349206
3.10473235294118;97.6190476190476
3.19448823529412;99.4047619047619
3.28424411764706;99.8015873015873
3.374;100
