"Start",1998-01-01,"Start",1998-01-01,,,,,,,,,,,,,,,
"End",2010-10-05,"End",2010-10-05,,,,,,,,,,,,,,,
"Frequency","D","Frequency","D",,,,,,,,,,,,,,,
"Name","MSCI EUROPE EX UK - PRICE INDEX","EURO STOXX 50 - PRICE INDEX","FTSE 100 - PRICE INDEX","NIKKEI 225 STOCK AVERAGE - PRICE INDEX","TOPIX - PRICE INDEX","S&P 500 COMPOSITE - PRICE INDEX","MSCI EM U$ - PRICE INDEX","MSCI PACIFIC EX JP U$ - PRICE INDEX","MSCI EUROPE EX UK E - PRICE INDEX","INDIA BSE (SENSEX) 30 SENSITIVE - PRICE INDEX","BRAZIL BOVESPA - PRICE INDEX","FTSE XINHUA CHINA 25 INDEX - PRICE INDEX","SWISS MARKET - PRICE INDEX","SWISS PERFORMANCE - PRICE INDEX","IBEX 35 - PRICE INDEX","DAX 30 PERFORMANCE - PRICE INDEX","FRANCE CAC 40 - PRICE INDEX","OMX NORDIC 40 - PRICE INDEX"
"Code","MSEXUKL","DJES50I","FTSE100","JAPDOWA","TOKYOSE","S&PCOMP","MSEMKF$","MSPXJP$","MSEXUKE","IBOMSEN","BRBOVES","XINFTSE","SWISSMI","SITOTMK","IBEX35I","DAXINDX","FRCAC40","OMN40IX"
1998-01-01,777.886,2531.99,5135.5,15258.74,1175.03,970.43,412.465,565.568,,3694.62,10196,,6265.5,3898.15,7255.4,4249.69,2998.91,"#NA"
1998-01-02,787.894,2575,5193.5,15258.74,1175.03,975.04,412.247,558.563,,3719.85,10479,,6265.5,3898.15,7451.37,4315.37,3040.14,"#NA"
1998-01-05,802.515,2616.8,5262.5,14956.84,1166.63,977.07,409.143,544.699,,3739.21,10606,,6397,3972.64,7591.8,4384.81,3072.84,"#NA"
1998-01-06,797.292,2591.05,5264.4,14896.4,1160.65,966.58,396.955,532.097,,3719.62,10184,,6375.7,3965.26,7591.8,4352.63,3037.73,"#NA"
1998-01-07,796.359,2588.56,5224.1,15028.17,1163.79,964,389.505,517.596,,3683.31,9879,,6390,3972.97,7549,4391.54,3006.73,"#NA"
1998-01-08,787.945,2562.42,5237.1,15019.18,1163.2,956.05,377.244,502.703,,3598.16,9657,,6330.2,3934.81,7482.24,4347.23,2954.94,"#NA"
1998-01-09,776.643,2527.59,5138.3,14995.1,1149.19,927.69,364.961,489.903,,3530.2,9118,,6251.8,3893.94,7455.26,4236.94,2919.81,"#NA"
1998-01-12,756.27,2466.81,5068.8,14664.44,1120.61,939.21,352.753,459.008,,3395.04,9227,,6062.1,3781.36,7390.54,4087.28,2862.54,"#NA"
1998-01-13,768.185,2508.36,5083.9,14755.94,1121.62,952.12,362.126,484.054,,3431.72,9415,,6169.3,3840.5,7492.21,4159.4,2902.93,"#NA"
1998-01-14,773.878,2524.47,5106.9,15121.98,1149.11,957.94,368.639,506.235,,3400.79,9349,,6149.8,3832.87,7550.63,4190.08,2919.8,"#NA"
1998-01-15,774.353,2524.59,5165.8,15121.98,1149.11,950.73,363.418,491.131,,3365.75,9140,,6148.5,3825.94,7578.27,4148.34,2932.75,"#NA"
1998-01-16,784.351,2553.34,5263.1,16046.45,1201.71,961.51,371.369,507.422,,3382.32,9448,,6274,3891.12,7723.9,4184.46,2976.09,"#NA"
1998-01-19,791.826,2576.53,5273.6,16262.04,1231.46,961.51,382.606,532.732,,3480.86,9752,,6340.4,3932.35,7732.42,4284.94,2986.95,"#NA"
1998-01-20,796.622,2593.95,5278.2,16366.53,1232.89,978.6,379.742,530.315,,3455.95,9568,,6397.5,3963.05,7807.14,4307.91,3008.34,"#NA"
1998-01-21,795.121,2585.15,5272.3,16684.42,1244.92,970.81,375.706,523.019,,3418.34,9385,,6391.4,3965.05,7812.14,4282.84,2998.11,"#NA"
1998-01-22,789.794,2565.88,5253.1,16405.69,1237.25,963.04,370.913,507.266,,3380.3,9709,,6356.1,3946.96,7839.28,4220.25,2988.59,"#NA"
1998-01-23,787.356,2545.09,5181.4,16789.11,1250.11,957.59,366.437,506.658,,3351.21,9467,,6391,3968.6,7749.06,4237.31,2966.15,"#NA"
1998-01-26,790.976,2570.85,5237.2,17073.33,1290.07,956.95,368.649,512.328,,3351.21,9513,,6411,3978.33,7854,4224.78,3000.47,"#NA"
1998-01-27,798.32,2603.16,5326.3,16981.62,1293.62,969.02,372.004,518.331,,3276.21,9651,,6424,3983.27,7924.6,4278.76,3052.02,"#NA"
1998-01-28,809.88,2643.21,5372.6,16973.83,1293.96,977.46,372.115,522.438,,3209.55,9773,,6508.7,4033.91,7953.63,4391.02,3088.26,"#NA"
1998-01-29,814.667,2664.66,5422.4,17014.59,1284.59,985.49,372.516,523.326,,3224.36,9785,,6530.4,4047.06,7940.37,4419.38,3133.82,"#NA"
1998-01-30,820.546,2676.03,5458.5,16628.47,1267.51,980.28,379.797,529.16,,3224.36,9720,,6582.6,4078.41,7958.99,4440.38,3172.14,"#NA"
1998-02-02,829.892,2694.29,5599,16776.82,1262.09,1001.27,393.247,563.747,,3354.8,9973,,6688,4139.406,8096.72,4522.81,3187.5,"#NA"
1998-02-03,830.159,2698.07,5612.8,17022.98,1279.4,1006,400.454,574.736,,3354.88,10054,,6720.7,4162.707,8104.15,4532.52,3188.43,"#NA"
1998-02-04,827.328,2682.6,5595.8,16882.62,1270.18,1006.9,395.496,568.324,,3319.19,9971,,6708.9,4158.457,8166.46,4486.95,3166.26,"#NA"
1998-02-05,834.895,2708.33,5606.4,17003.3,1274.09,1003.54,400.803,576.122,,3357.48,9948,,6772,4191.68,8109.86,4548.46,3189.6,"#NA"
1998-02-06,838.62,2719.19,5629.7,17040.06,1278.11,1012.46,404.337,578.677,,3366.7,10010,,6857.1,4239.156,8182.49,4496.33,3216.66,"#NA"
1998-02-09,840.364,2724.07,5600.9,17205,1295.48,1010.74,405.923,590.877,,3348.35,10239,,6828.4,4244.199,8048.51,4563.55,3220.94,"#NA"
1998-02-10,840.258,2721.88,5613.3,17205.09,1300.3,1019.01,409.936,600.796,,3317.7,10278,,6860.8,4262.285,8084.85,4523.75,3235.76,"#NA"
1998-02-11,846.675,2746.36,5607.9,17205.09,1300.3,1020.01,413.019,599.077,,3292.91,10485,,6931.6,4303.418,8155.69,4588.43,3240,"#NA"
1998-02-12,837.727,2713.24,5552.5,17174.93,1298.7,1024.14,404.425,584.157,,3293.89,10350,,6856,4261.418,8062.6,4536.83,3178.7,"#NA"
1998-02-13,838.547,2717.35,5582.3,16791.01,1280.54,1020.09,400.17,568.936,,3373.53,10391,,6898.9,4280.199,8113.35,4502.48,3187.73,"#NA"
1998-02-16,843.925,2744.34,5619.9,16775.52,1273.43,1020.09,395.714,551.937,,3449.77,10233,,6905.3,4284.527,8144.82,4520.64,3225.12,"#NA"
1998-02-17,857.406,2795.88,5709.5,16790.71,1271.01,1022.76,400.206,566.289,,3413.36,10420,,6990.5,4332.879,8283.72,4602.4,3280.45,"#NA"
1998-02-18,858.663,2796.52,5723.4,16613.89,1260.94,1032.08,401.441,580.209,,3401.88,10322,,6966.2,4318.949,8324.66,4628.83,3281.71,"#NA"
1998-02-19,854.117,2779.69,5718.5,16616.48,1258.33,1028.28,405.865,584.866,,3437.64,10235,,6953.2,4308.488,8358.01,4582.4,3250.63,"#NA"
1998-02-20,856.121,2785.22,5751.6,16756.24,1260.69,1034.21,405.971,581.319,,3417.3,10318,,6986.7,4328.289,8516.78,4602.65,3262.5,"#NA"
1998-02-23,860.373,2798.66,5702.8,16609.49,1254.58,1038.14,406.931,578.538,,3478.4,10318,,6986.1,4334.809,8511.25,4657.54,3273.48,"#NA"
1998-02-24,857.411,2801.52,5651,16198,1234.77,1030.56,407.829,581.431,,3484.69,10318,,6945,4309.727,8641.39,4599.54,3262.63,"#NA"
1998-02-25,871.178,2861.65,5745.1,16360.64,1240.29,1042.9,410.132,584.471,,3484.69,10545,,7065.4,4373.637,8818.53,4635.82,3348.2,"#NA"
1998-02-26,878.027,2875.61,5764.8,16501.7,1253.93,1048.67,415.021,597.209,,3571.63,10556,,7118.6,4404.629,8783.22,4692.03,3397.03,"#NA"
1998-02-27,881.5,2878.04,5767.3,16831.67,1272.45,1049.34,419.232,609.114,,3622.22,10570,,7153.1,4426.137,8900.09,4709.83,3421.92,"#NA"
1998-03-02,893.066,2929.02,5820.6,17264.34,1296.97,1047.7,427.222,606.976,,3772.61,10845,,7273,4489.18,9112.57,4736.74,3446.7,"#NA"
1998-03-03,891.359,2908.59,5807.7,17168.33,1296.1,1052.02,423.001,599.902,,3646,10939,,7259.5,4481.719,9132.11,4757.14,3414.87,"#NA"
1998-03-04,883.065,2878.59,5733.1,17095.6,1290.92,1047.33,419.397,594.732,,3743.93,10898,,7130.5,4418.988,8929.93,4709.58,3381.32,"#NA"
1998-03-05,877.327,2863.18,5695.6,16848.55,1276.26,1035.05,411.13,573.329,,3714.62,10947,,7077.3,4387.109,8958.29,4623.4,3395.8,"#NA"
1998-03-06,895.07,2930.86,5782.9,17131.97,1287.95,1055.69,414.754,576.173,,3708.58,11159,,7197.2,4457.727,9227.33,4715.95,3483.22,"#NA"
1998-03-09,902.287,2962.52,5818.9,16972.53,1276.81,1052.31,414.53,574.879,,3807.21,11166,,7187.5,4461.758,9269.53,4780.83,3525.85,"#NA"
1998-03-10,906.208,2959.09,5828.5,16982.82,1275.1,1064.25,418.44,580.809,,3798.25,11180,,7246.5,4503.566,9261.77,4834.43,3521.51,"#NA"
1998-03-11,909.746,2974.45,5829.8,16756.14,1261.11,1068.47,421.722,585.681,,3752.09,11223,,7276.7,4529.066,9262.12,4832.76,3539.43,"#NA"
1998-03-12,910.714,2967.95,5794.8,16575.22,1249.71,1069.92,422.743,585.543,,3716.5,11356,,7267.9,4529.789,9347.9,4839.6,3526.57,"#NA"
1998-03-13,920.101,2999.97,5782.3,17060.14,1276.2,1068.61,427.157,596.501,,3716.5,11566,,7328,4566.859,9450.5,4889.65,3540.23,"#NA"
1998-03-16,924.616,3029.49,5785.1,16861.14,1267.8,1079.27,426.833,594.239,,3785.23,11600,,7261.2,4529.727,9448.85,4883.85,3598.26,"#NA"
1998-03-17,931.069,3053.96,5834.9,16997.2,1269.77,1080.45,426.813,598.511,,3791.17,11808,,7236.5,4527.938,9521.2,4946.68,3661.63,"#NA"
1998-03-18,925.812,3035.43,5903.6,16619.68,1253.09,1085.52,425.806,598.812,,3825.02,11894,,7132.4,4470.52,9503,4919.72,3652.52,"#NA"
1998-03-19,930.151,3048.63,5997.9,16679.02,1249.57,1089.74,428.869,608.935,,3820.87,11831,,7143.8,4477.348,9503,4936.32,3688.68,"#NA"
1998-03-20,941.163,3086.08,5956.3,16830.47,1255.06,1099.16,432.399,612.843,,3840.4,11919,,7300.5,4561.809,9797.16,5001.55,3688.91,"#NA"
1998-03-23,944.775,3111.1,5947,16868.83,1250.49,1095.55,438.53,616.197,,3963.81,12038,,7341,4583.238,9940.6,4971.32,3680.13,"#NA"
1998-03-24,955.148,3143.37,5983.7,16606.39,1239.01,1105.65,435.87,616.378,,3927.67,11905,,7407.4,4620.559,10093.9,5028.24,3738.54,"#NA"
1998-03-25,967.998,3179.72,5967.8,16658.34,1236.71,1101.93,437.213,619.786,,3949.57,11756,,7472.1,4654.777,10303.06,5096.62,3818.71,"#NA"
1998-03-26,958.874,3135.27,5905.6,16980.62,1261.59,1100.8,437.898,616.964,,3891.75,11945,,7415.9,4624.25,10171.04,5039.76,3783.78,"#NA"
1998-03-27,966.345,3150.9,5939.3,16739.26,1258.55,1095.44,440.53,616.042,,3908.6,11899,,7530.3,4687.27,10242.97,5083.16,3810.23,"#NA"
1998-03-30,962.657,3137.03,5911.9,16263.04,1241.27,1093.55,436.775,602.1,,3897.98,11750,,7536.3,4691.328,10225.7,5009.76,3800.23,"#NA"
1998-03-31,970.127,3153.32,5932.2,16527.17,1251.7,1101.75,436.016,600.508,,3892.75,11946,,7585.5,4716.637,10209.1,5102.35,3875.81,"#NA"
1998-04-01,980.248,3196.05,6017.6,16241.66,1231.53,1108.15,434.167,592.615,,3969.57,11836,,7615.5,4737.219,10352.36,5154.21,3883.31,"#NA"
1998-04-02,987.78,3230.54,6052.8,15702.9,1189.36,1120.01,432.718,583.41,,3992.72,11857,,7638.8,4751.078,10414.93,5176.66,3935.88,"#NA"
1998-04-03,996.409,3268.7,6064.2,15517.78,1183.9,1122.7,429.267,578.995,,4076.05,11634,,7725.9,4797.637,10572.3,5223.52,3932.02,"#NA"
1998-04-06,1011.991,3345.86,6105.8,15705.99,1198.81,1121.38,433.384,583.493,,4170.22,11948,,7827.7,4847.719,10814.16,5271.65,3986.75,"#NA"
1998-04-07,1003.35,3286.69,6094,15978.72,1209.89,1109.55,432.8,582.074,,4194.27,11847,,7744.3,4804,10690.09,5357.05,3903.27,"#NA"
1998-04-08,989.422,3253.58,6055.2,16376.62,1242.34,1101.65,433.521,588.265,,4183.57,11974,,7588.1,4725.777,10534.75,5269.46,3873.87,"#NA"
1998-04-09,993.084,3264.15,6105.5,16536.66,1254.74,1110.67,435.323,593.281,,4183.57,11974,,7624.1,4746.199,10534.75,5317.22,3894.48,"#NA"
1998-04-10,994.403,3264.15,6105.5,16481.12,1251.35,1110.67,434.711,592.921,,4118.29,11974,,7624.1,4746.199,10534.75,5317.22,3894.48,"#NA"
1998-04-13,994.403,3264.15,6105.5,16317.58,1242.91,1109.69,435.711,590.486,,4085.93,12120,,7624.1,4746.199,10534.75,5317.22,3894.48,"#NA"
1998-04-14,1000.023,3283.05,6104.1,16277.32,1242.6,1115.75,437.006,587.841,,4085.93,12269,,7662.9,4761.777,10509.61,5374.78,3867.66,"#NA"
1998-04-15,1003.595,3289.71,6074.1,16299.3,1241.45,1119.32,439.754,586.373,,4192.5,12299,,7616.3,4744.75,10339.6,5388.47,3884.61,"#NA"
1998-04-16,991.76,3251.87,6002,15883.77,1217.34,1108.17,437.034,580.737,,4134.32,12090,,7500.1,4681.887,10323.69,5324.14,3845.94,"#NA"
1998-04-17,990.365,3267.75,5922.2,15703.8,1212.44,1122.72,436.937,577.744,,4186.76,12108,,7453.7,4657.148,10410.24,5268.75,3861.58,"#NA"
1998-04-20,1001.778,3298.98,5954.1,15697.1,1212.38,1123.65,438.563,579.687,,4210.73,12028,,7500.1,4694.559,10482.73,5442,3885.69,"#NA"
1998-04-21,999.592,3294.93,5955,15825.67,1220.22,1126.67,440.452,577.69,,4280.96,12028,,7369.1,4630.957,10429.49,5388.94,3860.4,"#NA"
1998-04-22,993.309,3272.2,5931.1,15761.54,1215.66,1130.54,438.756,575.669,,4179.44,11703,,7308.9,4607.098,10291.83,5360.65,3835.07,"#NA"
1998-04-23,978.799,3226.14,5898.1,15761.69,1218.66,1119.58,435.558,578.049,,4092.23,11572,,7265.5,4583.078,9966.67,5251.46,3822.13,"#NA"
1998-04-24,966.459,3174.18,5863.9,16011.24,1238.95,1107.9,433.67,575.155,,4050.98,11728,,7232.3,4568.078,9888.3,5144.28,3783.34,"#NA"
1998-04-27,937.399,3061.04,5722.4,15649.95,1213.82,1086.54,422.777,562.263,,4082.83,11057,,7053.5,4470.527,9549.68,5088.13,3685.83,"#NA"
1998-04-28,952.672,3153.55,5806.6,15395.43,1200.9,1085.11,424.574,561.337,,4082.83,11377,,7180.1,4535.758,9904.09,5018.67,3777.23,"#NA"
1998-04-29,950.523,3118.37,5833.1,15395.43,1200.9,1094.63,425.624,556.169,,3970.28,11527,,7241.8,4571.547,9678.02,5108.48,3733.93,"#NA"
1998-04-30,968.263,3195.43,5928.3,15641.26,1222.98,1111.75,430.407,557.137,,4006.81,11677,,7401.4,4657.598,10025.6,5107.44,3880.92,"#NA"
1998-05-01,974.702,3195.43,6010.3,15601.1,1217.7,1121,431.255,564.753,,4006.81,11677,,7401.4,4657.598,10025.6,5107.44,3880.92,"#NA"
1998-05-04,1002.138,3309.96,6010.3,15601.1,1217.7,1122.07,431.182,560.286,,4135.81,11507,,7640.8,4789.25,10259.82,5314.66,3974.25,"#NA"
1998-05-05,989.951,3261.38,5986.5,15601.1,1217.7,1115.5,428.948,549.859,,4147.29,11554,,7596.2,4769.75,10001.55,5232.03,3944.91,"#NA"
1998-05-06,989.537,3262.55,5992.4,15243.84,1200.66,1104.92,419.183,538.702,,4069.79,11164,,7610.8,4779.906,9963.06,5229.8,3947.45,"#NA"
1998-05-07,979.13,3216.03,5938,15143.03,1189.87,1095.14,416.13,533.706,,4069.79,11063,,7536,4739.348,9741.17,5186.23,3906.36,"#NA"
1998-05-08,986.518,3255.78,5969.8,15149,1188.18,1108.14,416.122,534.871,,4022.2,11220,,7587.1,4772.977,9762.43,5257.58,3906.36,"#NA"
1998-05-11,1004.417,3327.92,6028.3,15381.9,1202.79,1106.64,413.199,535.597,,4022.2,10983,,7677.5,4830.117,9993.6,5341.69,4017.24,"#NA"
1998-05-12,994.808,3290.86,5956.7,15322.48,1204.86,1115.79,406.291,527.644,,3945.13,10797,,7627.3,4802.738,9839.3,5297.35,3987.33,"#NA"
1998-05-13,996.367,3304.42,5972.9,15343.81,1206.56,1118.86,400.21,512.439,,3782.76,10779,,7582.8,4779.445,9768.3,5376.88,4019.76,"#NA"
1998-05-14,993.572,3305.41,5948.5,15307.69,1208.11,1117.37,400.444,515.259,,3897.94,10733,,7550.6,4765.719,9854.97,5361.22,4011.98,"#NA"
1998-05-15,993.617,3304.69,5917.8,15242.86,1206.93,1108.73,401.661,518.294,,3849.8,10906,,7519.4,4748.848,9836.96,5393.14,3990.23,"#NA"
1998-05-18,979.983,3253.33,5826.2,15384.47,1209.17,1105.82,389.549,507.393,,3908.48,10204,,7371.4,4669.488,9795.27,5342.85,3945.31,"#NA"
1998-05-19,993.068,3313.72,5877.8,15551.65,1219.86,1109.52,390.642,508.56,,3924.42,10343,,7483.2,4730.59,9959.24,5388.9,3980.84,"#NA"
1998-05-20,1003.322,3352.25,5907.4,15652.95,1225.62,1119.06,393.441,510.655,,3956.93,10408,,7495.8,4740.008,10100.42,5510.98,4047.92,"#NA"
1998-05-21,1005.122,3352.25,5935.6,15845.25,1232.29,1114.64,395.778,521.111,,3908.79,10268,,7495.8,4740.008,10089.05,5510.98,4047.92,"#NA"
1998-05-22,1009.381,3371.39,5955.6,15801.65,1230.19,1110.47,393.327,517.819,,3897.1,10239,,7542.7,4770.227,10153.7,5564.21,4049.78,"#NA"
1998-05-25,1022.3,3422.42,5955.6,15783.12,1226.71,1110.47,387.072,513.342,,3908.11,10015,,7657.1,4827.309,10391.6,5575.16,4108.71,"#NA"
1998-05-26,1026.414,3424.55,5970.7,15884.82,1232.22,1094.02,376.87,510.785,,3875.06,9436,,7731.9,4864.688,10378.04,5644.29,4115.88,"#NA"
1998-05-27,1003.493,3340.51,5870.2,15664.29,1222.34,1092.23,368.397,494.997,,3777.19,9747,,7633.5,4803.027,9993,5490.64,4017.37,"#NA"
1998-05-28,999.11,3338.8,5862.3,15796.55,1223.73,1097.6,370.912,492.798,,3721.93,10152,,7605,4789.309,10059.92,5481.26,4014.92,"#NA"
1998-05-29,1004.471,3357.77,5870.7,15670.78,1221.49,1090.82,370.098,493.254,,3686.39,9846,,7656.1,4823.957,10005.72,5569.08,4041.16,"#NA"
1998-06-01,1001.832,3357.77,5837.9,15321.03,1196.7,1090.98,358.322,475.407,,3642.68,9605,,7656.1,4823.957,10005.72,5569.08,4041.16,"#NA"
1998-06-02,1006.886,3368.29,5842.3,15554.45,1212.97,1093.22,365.037,474.759,,3573.21,10150,,7657.5,4820.328,10079.5,5582.78,4086.98,"#NA"
1998-06-03,1011.849,3399.22,5898.4,15347,1205.33,1082.73,367.08,478.318,,3597.98,9855,,7676.3,4836.02,10116.25,5613.76,4149.37,"#NA"
1998-06-04,1006.174,3375.03,5860.8,15426.47,1207.5,1094.83,368.632,469.692,,3546.21,10191,,7592.9,4801.047,10098.86,5592.48,4119.03,"#NA"
1998-06-05,1021.485,3421.55,5947.3,15323.43,1201.94,1113.86,368.625,461.534,,3417.89,10369,,7699.5,4859.777,10265.6,5688.5,4185.05,"#NA"
1998-06-08,1032.82,3443.76,6037.8,15294.71,1198.36,1115.72,367.444,456.878,,3416.73,10540,,7743.4,4869.668,10280.35,5779.09,4204.58,"#NA"
1998-06-09,1027.558,3415.77,6019.8,15530.17,1208.68,1118.41,364.04,452.598,,3468.07,10369,,7716.8,4851.559,10051.57,5760.03,4201.86,"#NA"
1998-06-10,1026.116,3424.65,5987.4,15339.26,1198.6,1112.28,350.137,434.57,,3311.41,9868,,7652.6,4817.059,10120.91,5754.46,4208.6,"#NA"
1998-06-11,1015.125,3393.76,5852.5,15014.04,1178.81,1094.58,344.992,429.853,,3335.76,9868,,7498.4,4730.078,9953.77,5754.46,4141.61,"#NA"
1998-06-12,997.61,3303.01,5769.8,15022.33,1177.25,1098.84,338.973,432.356,,3347.41,9584,,7417.4,4678.156,9748.19,5670.83,4050.76,"#NA"
1998-06-15,980.19,3253.91,5715.7,14825.17,1167.21,1077.01,325.341,417.048,,3152.96,9073,,7342.7,4624.137,9593.31,5527.32,4005.33,"#NA"
1998-06-16,985.851,3269.06,5729.7,14720.38,1156.47,1087.59,326.661,416.406,,3161.08,9248,,7388.7,4649.09,9684.92,5591.57,4013.28,"#NA"
1998-06-17,1005.089,3330.55,5832.7,14715.38,1156.84,1107.11,342.202,439.363,,3400.95,9897,,7562.7,4745.34,9900.85,5709.36,4092.92,"#NA"
1998-06-18,996.104,3291.14,5812.1,15361.54,1198.84,1106.37,342.137,457.326,,3292.33,9539,,7488,4706.727,9761.08,5718.06,4052.27,"#NA"
1998-06-19,992.746,3258.16,5748.1,15267.98,1187.27,1100.65,340.373,464.843,,3143.1,9686,,7518.6,4725.699,9765.73,5702.61,4027.32,"#NA"
1998-06-22,987.012,3252.12,5712.4,15309.09,1187.31,1103.24,334.077,449.699,,3078.51,9619,,7511.8,4718.117,9722.42,5654.75,4018.64,"#NA"
1998-06-23,998.274,3309.48,5772,15054.6,1175.42,1119.49,337.8,448.638,,3037.34,9937,,7624.8,4778.438,9873.53,5718.71,4065.04,"#NA"
1998-06-24,1003.929,3330.29,5804.9,15123.18,1180.93,1132.88,339.833,449.967,,3143.64,9855,,7667.9,4811.68,9901.68,5779.91,4126.33,"#NA"
1998-06-25,1021.061,3391.88,5858.9,15132.22,1185.53,1129.28,334.922,453.434,,3208.54,9527,,7794.7,4874.617,10136.14,5866.63,4203.81,"#NA"
1998-06-26,1022.275,3395.41,5877.4,15210.04,1190.82,1133.2,328.103,453.344,,3168.82,9464,,7816.9,4889.418,10109.51,5870.42,4215.7,"#NA"
1998-06-29,1031.098,3431.06,5884.5,15365.73,1202.22,1138.49,327.18,451.133,,3289.56,9603,,7881.9,4927.039,10242.7,5915.13,4248.24,"#NA"
1998-06-30,1027.359,3406.82,5832.5,15830.27,1230.38,1133.84,330.521,462.178,,3250.69,9678,,7882,4932.359,10146.4,5897.44,4203.45,"#NA"
1998-07-01,1041.628,3464.96,5919.9,16362.89,1270.75,1148.56,334.272,468.325,,3230.6,9914,,8038.2,5023.145,10342.3,5906.85,4260.68,"#NA"
1998-07-02,1045.179,3471.65,5960.2,16471.58,1270.46,1146.42,336.314,477.504,,3180.73,9900,,8047.3,5021.758,10394.3,5904.1,4252.09,"#NA"
1998-07-03,1054.097,3506.45,5988.4,16511.24,1268.36,1146.42,337.766,475.045,,3089.02,10115,,8099,5053.406,10542.9,5953.16,4304.38,"#NA"
1998-07-06,1057.097,3518.79,5990.3,16350.45,1258.45,1157.33,338.126,471.514,,3178.31,10018,,8166,5091.219,10642.1,5918.37,4311.1,"#NA"
1998-07-07,1061.126,3530.93,6003.4,16416.28,1264.81,1154.66,343.079,472.327,,3195.94,10205,,8160,5092.25,10642.8,5960.98,4333.09,"#NA"
1998-07-08,1067.396,3553.07,6009.6,16530.97,1268.4,1166.38,343.738,473.351,,3245.88,10335,,8227.2,5130.008,10719.9,6013.14,4339.91,"#NA"
1998-07-09,1065.011,3542.2,5969.7,16446.95,1262.28,1158.56,341.542,467.901,,3331.98,10335,,8205,5123.137,10635.3,5996.77,4319.18,"#NA"
1998-07-10,1059.58,3532.65,5929.7,16090.06,1241.5,1164.33,339.695,459.05,,3401.74,10326,,8192.4,5113.75,10636.7,5982.42,4256.35,"#NA"
1998-07-13,1064.419,3551.74,5958.2,16360.39,1256.44,1165.19,342.293,454.148,,3322.17,10419,,8141.9,5089.727,10729.1,6019.48,4256.35,"#NA"
1998-07-14,1072.873,3576.68,6100.2,16488.91,1266.65,1177.58,349.788,463.011,,3371.5,10641,,8180.5,5112.957,10791.7,6095.28,4256.35,"#NA"
1998-07-15,1078.882,3602.83,6151.5,16614.14,1275.31,1174.81,352.378,470.452,,3365.72,10648,,8158.1,5101.848,10704,6108.24,4344.3,"#NA"
1998-07-16,1077.165,3613.4,6116.8,16731.92,1280.73,1183.99,356.837,480.138,,3488.77,10907,,8126.5,5088.477,10765.8,6094.02,4358.13,"#NA"
1998-07-17,1090.504,3658.48,6174,16570.78,1277.95,1186.75,361.198,481.295,,3470.8,11057,,8288.2,5177.18,10952.5,6147.87,4388.48,"#NA"
1998-07-20,1096.547,3670.82,6179,16570.78,1277.95,1184.1,360.538,478.355,,3384.75,11041,,8400.8,5237.387,10893.2,6171.43,4368.91,"#NA"
1998-07-21,1090.633,3649.96,6132.7,16556.69,1277.17,1165.07,356.007,475.064,,3353.3,10922,,8412,5237.328,10758.4,6165.52,4322.08,"#NA"
1998-07-22,1076.895,3582.12,5989.6,16293.06,1257.85,1164.08,351.656,465.544,,3344.33,10912,,8340.7,5195.828,10560.8,6110.73,4220.12,"#NA"
1998-07-23,1072.254,3582.16,5976.2,16188.01,1249.87,1139.75,345.366,459.284,,3227.52,10639,,8229.2,5133.316,10614.9,6058.45,4235.89,"#NA"
1998-07-24,1067.274,3570.67,5892.3,16361.89,1258.01,1140.8,343.6,461.496,,3171.3,10574,,8205.7,5118.156,10559.2,6035.28,4205.41,"#NA"
1998-07-27,1047.74,3512.62,5836.1,15944.36,1233.98,1147.27,339.453,449.502,,3085.17,10564,,7998.7,5003.93,10360.7,5885,4139.53,"#NA"
1998-07-28,1047.573,3499.87,5835.8,16114.54,1242.22,1130.24,336.633,449.295,,3166.84,10318,,8093,5057.859,10340.1,5889.01,4122.35,"#NA"
1998-07-29,1044.597,3494.53,5844.1,16158.09,1240.7,1125.21,338.065,441.693,,3219.93,10542,,8102.7,5059.645,10410.3,5853.63,4139.19,"#NA"
1998-07-30,1054.684,3529.5,5910.7,16201.6,1248.19,1142.95,342.607,445.625,,3212.1,10939,,8205.5,5121.59,10568.8,5880.87,4197.64,"#NA"
1998-07-31,1049.302,3480.63,5837,16378.97,1262.04,1120.67,339.834,444.98,,3211.31,10707,,8239.5,5146.738,10493.7,5873.92,4177.31,"#NA"
1998-08-03,1033.056,3422.75,5809.7,16165.08,1245.24,1112.44,332.65,432.141,,3112.95,10412,,8139.2,5087.688,10411,5758.77,4095.03,"#NA"
1998-08-04,1033.169,3412.66,5736.1,16023.58,1234.61,1072.12,328.016,436.026,,3119.54,9859,,8170.2,5102.668,10495.3,5756.2,4047.88,"#NA"
1998-08-05,1009.521,3344.15,5632.5,15992.16,1235.78,1081.43,323.587,432.023,,3133.42,9828,,7943.2,4968.508,10289.3,5632.51,3976.4,"#NA"
1998-08-06,994.588,3290.5,5594.1,15876.22,1227.09,1089.63,318.833,421.527,,3096.33,9689,,7846.2,4909.828,10115.2,5517.64,3968.59,"#NA"
1998-08-07,1010.036,3348.61,5680.4,15829.17,1225.3,1089.45,312.882,414.473,,3062.25,9319,,7952.9,4971.156,10218,5581.22,4041.88,"#NA"
