"Start",1998-01-01,"Start",1998-01-01,,,,,,,,,,,,,,,
"End",2010-10-05,"End",2010-10-05,,,,,,,,,,,,,,,
"Frequency","D","Frequency","D",,,,,,,,,,,,,,,
"Name","MSCI EUROPE EX UK - PRICE INDEX","EURO STOXX 50 - PRICE INDEX","FTSE 100 - PRICE INDEX","NIKKEI 225 STOCK AVERAGE - PRICE INDEX","TOPIX - PRICE INDEX","S&P 500 COMPOSITE - PRICE INDEX","MSCI EM U$ - PRICE INDEX","MSCI PACIFIC EX JP U$ - PRICE INDEX","MSCI EUROPE EX UK E - PRICE INDEX","INDIA BSE (SENSEX) 30 SENSITIVE - PRICE INDEX","BRAZIL BOVESPA - PRICE INDEX","FTSE XINHUA CHINA 25 INDEX - PRICE INDEX","SWISS MARKET - PRICE INDEX","SWISS PERFORMANCE - PRICE INDEX","IBEX 35 - PRICE INDEX","DAX 30 PERFORMANCE - PRICE INDEX","FRANCE CAC 40 - PRICE INDEX","OMX NORDIC 40 - PRICE INDEX"
"Code","MSEXUKL","DJES50I","FTSE100","JAPDOWA","TOKYOSE","S&PCOMP","MSEMKF$","MSPXJP$","MSEXUKE","IBOMSEN","BRBOVES","XINFTSE","SWISSMI","SITOTMK","IBEX35I","DAXINDX","FRCAC40","OMN40IX"
2001-11-09,977.477,3665.784,5244.21,10215.71,1030.78,1120.31,279.981,474.256,103.213,3079.67,12730,4515.01,6341,4307.148,8222,4910.07,4514.28,"#NA"
2001-11-12,955.554,3567.554,5146.23,10081.56,1021.11,1118.33,279.63,479.864,100.944,3094.14,12567,4498.95,6229.1,4236.68,8059.8,4820.37,4376.58,"#NA"
2001-11-13,987.212,3717.984,5277.07,10030.56,1016.48,1139.09,283.288,478.711,104.254,3077.19,12918,4495.83,6384.6,4336.969,8383.1,4946.97,4565.68,"#NA"
2001-11-14,989.258,3708.365,5240.75,10086.76,1019.1,1141.21,287.814,487.398,104.476,3113.04,12825,4577.91,6416.7,4363.199,8463.6,4953.53,4575.09,"#NA"
2001-11-15,994.584,3703.847,5238.2,10489.89,1044.56,1142.24,291.448,494.887,105.054,3180.23,12825,4645.19,6544.8,4447.488,8500.3,5006.33,4577.28,"#NA"
2001-11-16,1001.298,3743.44,5290.98,10649.09,1053.03,1138.65,291.642,494.694,105.756,3180.23,12882,4620.82,6565,4464.199,8536.6,5062.64,4587.3,"#NA"
2001-11-19,1014.693,3795.721,5337.96,10727.94,1064.99,1151.06,296.605,497.173,107.209,3280.48,12987,4671.65,6605.6,4496.297,8691.1,5185.1,4660.49,"#NA"
2001-11-20,1000.939,3747.267,5298.69,10575.62,1055.58,1142.66,292.778,497.712,105.809,3231.66,12638,4606.6,6481.6,4417.906,8540.6,5096.18,4593.52,"#NA"
2001-11-21,997.388,3730.04,5313.78,10661.08,1058.64,1137.03,292.881,494.605,105.455,3244.09,12793,4619.1,6496.1,4424.668,8425.4,5087.03,4557.03,"#NA"
2001-11-22,1008.016,3770.287,5345.94,10696.82,1062.47,1137.03,294.265,492.267,106.554,3258.13,13019,4668.12,6539.9,4451.797,8506.1,5124.54,4599.8,"#NA"
2001-11-23,1006.206,3772.191,5293.21,10696.82,1062.47,1150.34,297.73,495.035,106.31,3252.2,13423,4749.32,6458.8,4399,8531.7,5150.97,4573.82,"#NA"
2001-11-26,1003.267,3753.542,5302.45,11064.3,1088.77,1157.42,303.02,498.728,105.998,3322.77,13759,4704.84,6471.3,4406.637,8563.1,5114.12,4564.38,"#NA"
2001-11-27,990.168,3681.046,5265.96,10948.89,1079.59,1149.5,301.796,502.388,104.611,3287.57,13602,4693.58,6407.8,4367.957,8439.3,5059.57,4485.82,"#NA"
2001-11-28,977.269,3631.762,5205.23,10624.81,1053.29,1128.52,295.131,496.244,103.252,3294.12,13019,4579.85,6286.3,4289.898,8348.3,4915.95,4445.5,"#NA"
2001-11-29,978.812,3629.365,5208.51,10655.96,1048.5,1140.2,293.078,493.731,103.294,3287.56,12736,4562.69,6299,4296.547,8272.9,4936.08,4445.87,"#NA"
2001-11-30,985.996,3658.267,5203.55,10697.44,1050.22,1139.45,294.426,499.853,103.938,3287.56,12931,4634.62,6237,4260.27,8364.7,4989.91,4476.06,"#NA"
2001-12-03,982.355,3645.601,5164.64,10370.62,1029.41,1129.9,298.391,498.114,103.576,3275.47,13336,4649.23,6238.9,4259.316,8302.9,4988.44,4463.84,"#NA"
2001-12-04,996.061,3690.248,5212.14,10452.65,1028.5,1144.8,301.563,502.168,105.056,3320.28,13146,4704.85,6377,4346.816,8514.6,5013.99,4529.24,"#NA"
2001-12-05,1027.369,3821.798,5333.53,10713.81,1047.34,1170.35,310.42,512.187,108.4,3409.64,13382,4699.6,6474.3,4409.707,8825.5,5262.75,4677.55,"#NA"
2001-12-06,1027.889,3828.76,5369.78,10857.28,1058.03,1167.1,315.256,515.149,108.457,3431.57,13539,4756.59,6463.9,4407.059,8825.5,5271.29,4679.38,"#NA"
2001-12-07,1020.704,3792.854,5264.74,10796.89,1045.69,1158.31,317.151,517.827,107.693,3436.37,13298,4719.14,6443.7,4398.688,8703.2,5199.03,4642.94,"#NA"
2001-12-10,1003.646,3720.2,5185.04,10571.01,1023.34,1139.93,313.842,515.433,105.869,3442.89,13446,4734.31,6351.9,4340.719,8559.9,5124.68,4556.29,"#NA"
2001-12-11,1006.517,3744.557,5160.77,10473.91,1014.69,1136.76,312.157,512.846,106.185,3419.13,13348,4730.31,6328.5,4324.059,8636.7,5146.45,4551.94,"#NA"
2001-12-12,995.226,3692.39,5119.99,10801.52,1036.17,1137.07,315.965,514.221,105.003,3412.15,13562,4690.39,6314.7,4315.977,8532.5,5062.56,4510.68,"#NA"
2001-12-13,975.999,3607.257,5074.86,10433.45,1012.93,1119.38,310.695,508.989,102.99,3388.59,13148,4538.63,6254.7,4273.199,8319.5,4966.05,4410.66,"#NA"
2001-12-14,965.816,3568.732,5061.02,10511.65,1006.76,1123.09,309.005,504.895,101.84,3353.6,12959,4556.53,6184.3,4228.227,8281.6,4909.42,4340.02,"#NA"
2001-12-17,991.242,3692.85,5136.31,10323.35,988.98,1134.36,308.818,504.829,104.533,3353.6,12912,4545.87,6301.7,4302.977,8543.1,5067.99,4485.17,"#NA"
2001-12-18,989.624,3680.552,5151.08,10432.17,992.61,1142.92,308.505,507.633,104.39,3335.88,13397,4527.39,6267.7,4282.938,8474.1,5039.64,4480.1,"#NA"
2001-12-19,980.983,3651.51,5120.55,10471.93,996.66,1149.56,308.065,509.543,103.477,3262.67,13290,4514.82,6190.8,4231.508,8327,4984.69,4467.92,"#NA"
2001-12-20,975.955,3617.471,5080.23,10434.52,1012.47,1139.93,308.237,507.251,102.999,3271.64,12918,4585.78,6296.4,4296.84,8232.8,4934.14,4426.72,"#NA"
2001-12-21,992.718,3696.441,5159.23,10335.45,1007.52,1144.89,305.377,504.645,104.819,3235.49,13368,4509.67,6364.6,4340.789,8284.9,5019.01,4499.34,"#NA"
2001-12-24,993.041,3696.979,5177.41,10335.45,1007.52,1144.65,307.121,507.96,104.64,3232.97,13368,4525.09,6364.6,4340.789,8284.9,5019.01,4502.1,"#NA"
2001-12-25,993.041,3696.979,5177.41,10254.81,1002.82,1144.65,308.718,507.96,104.64,3232.97,13368,4530.4,6364.6,4340.789,8284.9,5019.01,4502.1,"#NA"
2001-12-26,993.041,3696.979,5177.41,10192.57,994.01,1149.37,309.492,507.54,104.602,3175.86,13358,4537.85,6364.6,4340.789,8284.9,5019.01,4502.1,"#NA"
2001-12-27,1010.565,3778.389,5213.22,10457.61,1013.73,1157.13,311.751,512.134,106.472,3131.78,13757,4568.26,6410.6,4374.898,8434.9,5117.13,4591.16,"#NA"
2001-12-28,1016.864,3806.13,5242.42,10542.62,1032.14,1161.02,315.22,515.46,107.27,3184.44,13577,4592.97,6417.8,4382.938,8397.6,5160.1,4624.58,"#NA"
2001-12-31,1016.988,3806.13,5217.35,10542.62,1032.14,1148.08,317.4,516.69,107.294,3262.33,13577,4596.84,6417.8,4382.938,8397.6,5160.1,4624.58,"#NA"
2002-01-01,1016.988,3806.13,5217.35,10542.62,1032.14,1148.08,317.452,516.69,107.294,3246.15,13577,4596.84,6417.8,4382.938,8397.6,5160.1,4624.58,1000
2002-01-02,1006.868,3755.564,5218.29,10542.62,1032.14,1154.67,321.936,519.433,106.199,3269.16,13872,4611.84,6372.3,4351.449,8377.1,5167.88,4580.44,983.52
2002-01-03,1024.718,3833.095,5318.79,10542.62,1032.14,1165.27,326.082,519.967,108.097,3308.02,14265,4678.77,6380.9,4359.117,8554.7,5270.29,4681.2,1024.3
2002-01-04,1024.697,3820.415,5323.76,10871.49,1053.96,1172.51,332.53,529.004,108.181,3375.74,14331,4719.97,6392.9,4372.277,8463.1,5318.73,4682.79,1025.49
2002-01-07,1013.552,3754.417,5293.57,10942.36,1055.14,1164.89,335.574,535.061,107.066,3401.8,14378,4810.65,6384.4,4368.059,8177.3,5232.22,4615.54,1020.13
2002-01-08,1004.335,3724.039,5250.37,10695.6,1031.77,1160.71,333.194,534.724,106.04,3437.78,14167,4723.51,6313.9,4321.848,8186.6,5236.37,4568.09,983.53
2002-01-09,1007.85,3722.98,5228.46,10663.98,1025.01,1155.14,333.176,531.257,106.41,3400.89,14020,4583.9,6360.3,4354.477,8066.1,5288.21,4587.01,978.67
2002-01-10,995.982,3666.359,5190.7,10538.43,1010.17,1156.55,328.148,530.139,105.11,3381.96,13570,4554.89,6363.7,4355.438,7935.4,5228.11,4515.52,965.62
2002-01-11,1002.984,3696.656,5198.57,10441.59,999.94,1145.6,325.83,527.441,105.914,3362.88,13587,4535.27,6416.4,4389.289,7983.1,5209.97,4554.69,979.44
2002-01-14,978.788,3588.507,5113.5,10441.59,999.94,1138.41,325.554,527.035,103.299,3407.84,13121,4516.24,6301.1,4311.609,7800.3,5065.84,4453.97,935.95
2002-01-15,986.048,3637.199,5166,10208.05,980.32,1146.19,322.353,523.186,104.091,3352.52,13010,4425.76,6292.3,4305.719,7948.7,5062.04,4518.42,935.32
2002-01-16,972.408,3576.599,5127.58,10177.58,987.61,1127.57,318.862,521.083,102.748,3348.8,13083,4436.08,6238.9,4269.129,7804.1,4984.2,4425.5,922.77
2002-01-17,988.886,3649.431,5138.45,10128.18,984.9,1138.88,321.008,517.506,104.494,3401.15,13336,4472.52,6320,4319.578,7977.5,5133.4,4475.64,938.95
2002-01-18,985.268,3639.272,5126.79,10293.32,1007.64,1127.58,320.604,516.938,104.106,3377.05,13372,4525.34,6294.2,4303.566,8008.8,5122.23,4448.85,933.91
2002-01-21,976.287,3601.973,5138.53,10280.25,1005.83,1127.58,323.008,521.738,103.187,3382.29,13154,4491.85,6231.1,4263.809,7902.5,5069.74,4423.8,913.43
2002-01-22,979.802,3614.616,5149.19,10050.98,985.13,1119.31,322.244,522.342,103.539,3368.28,13003,4394.82,6266.3,4284.457,8033.1,5045.72,4446.72,914.37
2002-01-23,986.632,3648.807,5180.65,10040.91,975.2,1128.18,324.949,522.721,104.213,3373.07,13232,4391.5,6310,4313.52,8078.3,5163.03,4450.81,919.27
2002-01-24,1000.539,3710.139,5233.14,10074.05,980.44,1132.15,326.326,522.699,105.715,3357.79,13162,4435.51,6390.9,4364.93,8213.3,5170.44,4508.07,953.97
2002-01-25,997.306,3701.296,5193.05,10144.14,985.84,1133.28,328.449,526.661,105.379,3332.3,13162,4481.85,6372.1,4351.949,8185,5156.63,4484.31,940.97
2002-01-28,1004.938,3739.846,5223.62,10220.85,997.04,1133.06,329.623,527.809,106.17,3317.64,13001,4509.17,6413.5,4378.098,8273.1,5159.02,4541.16,945.1
2002-01-29,992.412,3684.654,5131.4,10026.03,978.74,1100.64,327.764,530.526,104.875,3313.28,12501,4570.31,6324.1,4319.18,8178.4,5084.52,4476.1,932.93
2002-01-30,977.985,3630.733,5089.32,9919.48,964.75,1113.57,323.102,519.965,103.342,3298.79,12532,4526.96,6212.4,4246.219,8019.7,5052.2,4407.27,914.33
2002-01-31,989.057,3670.265,5164.78,9997.8,971.77,1130.2,327.746,523.426,104.52,3311.03,12721,4556.58,6237.3,4265.148,8050.4,5107.61,4461.87,945.95
2002-02-01,991.482,3682.688,5189.68,9791.43,956.26,1122.2,327.031,521.372,104.699,3333.92,12638,4530.23,6234.6,4261.93,8171.1,5097.06,4455.56,953.83
2002-02-04,978.827,3619.233,5167.31,9631.93,943.51,1094.44,325.438,523.819,103.33,3317.01,12512,4518.53,6196.6,4237.348,8014.3,4984.48,4397.54,946.03
2002-02-05,961.687,3535.7,5093.36,9475.6,926.27,1090.02,325.781,519.2,101.603,3311.73,12747,4513.35,6132.5,4194.137,7852.7,4936.75,4307.75,923.51
2002-02-06,950.529,3485.378,5073.81,9420.85,922.51,1083.51,327.388,517.734,100.439,3427.39,12750,4533.51,6105.2,4175.969,7708.1,4804.41,4273.81,911.37
2002-02-07,959.09,3519.928,5127.03,9583.27,941.24,1080.17,324.166,512.591,101.33,3436.94,12683,4493.88,6227.2,4251.297,7872.4,4862.62,4295.65,920.64
2002-02-08,957.643,3507.455,5128.09,9686.06,949.97,1096.22,324.851,519.196,101.146,3493.92,12597,4545.18,6245.5,4262.789,7829.8,4835.95,4299.04,914.11
2002-02-11,968.114,3556.091,5161.78,9686.06,949.97,1111.94,324.316,526.486,102.208,3515.45,12597,4641.33,6278.9,4286.25,7819.7,4940,4353.21,932.33
2002-02-12,965.18,3543.269,5135.71,9877.99,974.1,1107.5,325.626,525.005,101.906,3497.68,12597,4641.32,6253.3,4270.027,7787.8,4884.78,4337.95,936.35
2002-02-13,973.444,3571.555,5153.92,9968.35,983.18,1118.51,327.757,524.259,102.742,3519.87,12960,4641.32,6337,4322.316,7867.2,4935.35,4364.45,941.83
2002-02-14,984.132,3616.14,5208.75,10081.09,984.04,1116.48,334.747,531.066,103.893,3557.06,13245,4641.33,6421.6,4377.77,8021.4,4973.77,4429.31,946.92
2002-02-15,973.064,3555.146,5182.48,10048.1,982.5,1104.18,334.42,532.011,102.736,3602.02,13229,4725.24,6414.4,4374.969,7920.4,4862.6,4377,930.58
2002-02-18,967.372,3537.521,5154.29,10093.25,981.68,1104.18,334.448,532.385,102.155,3633.93,13121,4824.44,6378.5,4350.828,7832.4,4871.76,4347.05,916.97
2002-02-19,947.33,3448.975,5092.5,9847.16,959.96,1083.34,330.811,528.295,100.057,3597.61,12991,4759.41,6235.9,4247.129,7708.6,4764.05,4256.36,896.07
2002-02-20,943.902,3433.085,5024.15,9834.13,956.91,1097.98,327.175,525.282,99.67,3558.21,13302,4734.76,6199.4,4232.309,7716.4,4780.24,4238.99,888.18
2002-02-21,953.385,3480.584,5073.31,10295.42,988.89,1080.95,327.044,524.302,100.721,3570.46,13530,4729.08,6226.9,4253.438,7736.5,4850.73,4287.22,900.87
2002-02-22,942.572,3430.182,5050.84,10356.78,989.19,1089.84,326.823,517.744,99.55,3604.08,13562,4714.86,6186.5,4224.52,7662.4,4745.58,4245.2,885.03
2002-02-25,956.364,3493.316,5100.74,10296.47,987.12,1109.43,327.577,513.959,101.079,3613.51,13977,4615.45,6236.3,4255.18,7775.1,4863.54,4305.44,904.51
2002-02-26,962.206,3519.795,5138.95,10202.63,983.82,1109.38,329.117,515.299,101.72,3712.74,13963,4611.97,6210.3,4240.047,7847,4897.75,4340.86,915.9
2002-02-27,980.021,3591.229,5178.44,10573.09,1007.18,1109.89,335.038,515.964,103.604,3705.66,14212,4696.84,6319.9,4310.906,8101.4,4960.22,4424.71,939.13
2002-02-28,985.85,3624.741,5100.96,10587.83,1013.8,1106.73,332.765,515.317,104.255,3562.31,14033,4660.83,6352.8,4332.859,8135.5,5039.08,4462.99,936.62
2002-03-01,990.759,3645.329,5169.02,10812,1030.17,1131.78,336.704,516.082,104.731,3678.75,14414,4593.96,6349,4332.68,8230.7,5097.41,4486.42,938.55
2002-03-04,1015.577,3748.549,5241.98,11450.22,1079.04,1153.84,344.46,526.305,107.36,3642.58,14471,4687.66,6440.7,4393.539,8385,5245.84,4607.44,981.9
2002-03-05,1011.713,3732.076,5214.03,11348.45,1075.31,1146.14,346.274,530.823,106.972,3641.1,14011,4748.06,6412.5,4376.219,8307.2,5228.67,4580.75,978.68
2002-03-06,1014.442,3748.672,5245.54,11358.53,1073.36,1162.77,347.84,531.337,107.262,3614.44,13838,4763.91,6416.3,4380.477,8320.5,5285.26,4588.14,978.21
2002-03-07,1020.144,3766.811,5282.14,11648.34,1098.33,1157.54,346.858,541.293,107.921,3690.27,13725,4857.56,6440.6,4399.699,8382.2,5289.43,4616.5,991.99
2002-03-08,1027.89,3789.883,5285.65,11885.79,1108.13,1164.31,346.705,538.003,108.718,3656.77,13961,4880.64,6531.2,4460.828,8369.7,5359.55,4629.11,1002.41
2002-03-11,1022.279,3766.899,5258.93,11919.3,1125.43,1168.26,348.523,537.462,108.134,3603.97,13695,4943.06,6496.6,4438.617,8317.9,5340.67,4586.75,988.29
2002-03-12,1012.866,3723.952,5252.5,11607.33,1098.56,1165.58,348.653,534.294,107.155,3535.8,14181,5001.89,6453,4410.207,8225.9,5275.81,4550.65,960.47
2002-03-13,1010.653,3702.891,5271.96,11415.31,1075.7,1154.09,347.585,532.403,106.897,3569.62,14244,4966.32,6497.1,4437.938,8199,5245.99,4523.77,959.82
2002-03-14,1013.605,3711.445,5261.42,11568.82,1083.88,1153.04,347.603,534.74,107.271,3580.83,14117,4959.77,6543.5,4468.828,8253.3,5276.87,4546.84,949.92
2002-03-15,1022.557,3755.747,5292.73,11648.01,1097.24,1166.16,346.701,531.922,108.219,3617.68,14365,4895.07,6571.3,4485.27,8318.8,5401.11,4588.33,950.29
2002-03-18,1029.29,3778.72,5299.93,11498.38,1088.14,1165.55,348.655,535.727,108.953,3613.28,14244,4881.65,6622.6,4518.809,8394.7,5426.04,4625.81,963.61
2002-03-19,1032.771,3796.262,5316.07,11792.82,1112.79,1170.29,349.968,536.977,109.308,3560.32,14117,4863.38,6630,4524.129,8471.3,5462.55,4644.93,952.57
2002-03-20,1022.27,3747.267,5266.9,11526.78,1097.85,1151.85,350.547,540.358,108.235,3581.32,14089,4846.13,6612.1,4513.648,8390.1,5364.7,4603.8,936.88
2002-03-21,1018.617,3722.679,5253.3,11526.78,1097.85,1153.59,350.01,534.739,107.868,3536.26,13717,4760.2,6600.4,4506.75,8334.4,5348.68,4579.9,936.32
2002-03-22,1024.467,3744.374,5250.5,11345.08,1076.63,1148.7,351.306,534.589,108.521,3516.11,13312,4783.78,6615.8,4519.688,8346,5366.13,4601.57,953.84
2002-03-25,1018.172,3711.762,5203.61,11261.09,1073.2,1131.87,348.121,532.359,107.858,3516.11,13277,4745.97,6610.1,4515.977,8167.2,5317.38,4588.36,948.61
2002-03-26,1021.837,3732.753,5195.46,11207.92,1064.15,1138.49,348.715,525.857,108.202,3466.29,13569,4716.27,6624.3,4537.957,8123.2,5390.59,4628.07,938.9
2002-03-27,1021.889,3734.982,5214.7,11323.68,1077.32,1144.58,350.749,531.386,108.189,3459.08,13424,4804.57,6631.8,4545.629,8158,5348,4623.2,942.92
2002-03-28,1032.598,3784.047,5271.76,11333.11,1082.43,1147.39,351.461,535.913,109.288,3469.35,13254,4828.74,6655.2,4561.609,8249.7,5397.29,4688.02,945.37
2002-03-29,1032.598,3784.047,5271.76,11024.94,1060.19,1147.39,351.427,535.913,109.288,3469.35,13254,4822.18,6655.2,4561.609,8249.7,5397.29,4688.02,945.37
2002-04-01,1032.598,3784.047,5271.76,11028.7,1053.46,1146.54,350.273,535.71,109.355,3500.18,13467,4825.77,6655.2,4561.609,8249.7,5397.29,4688.02,945.37
2002-04-02,1024.785,3743.959,5251.44,11204.49,1068.69,1136.76,353.631,530.39,108.514,3505.79,13245,4819.62,6671.5,4573.109,8202.1,5311.08,4627.33,932.79
2002-04-03,1024.202,3748.442,5247.84,11400.71,1084.36,1125.4,353.282,526.62,108.444,3462.99,13084,4849.95,6694.1,4591.52,8236.1,5281.84,4632.26,927.31
2002-04-04,1013.415,3691.099,5209.46,11379.2,1091.63,1126.34,352.54,526.674,107.304,3512.55,13360,4884.2,6670.7,4575.789,8164.7,5254.95,4538.31,917.84
2002-04-05,1011.913,3677.724,5233.63,11335.49,1087.71,1122.73,354.581,528.63,107.128,3500.57,13276,4878.75,6662.1,4572.059,8170.1,5260.53,4515.7,924.44
2002-04-08,995.567,3604.727,5178.55,11352.89,1090.16,1125.29,351.756,523.978,105.397,3480.17,13159,4891.14,6585.1,4521.359,7976.1,5180.33,4431.88,903.53
2002-04-09,1000.075,3623.001,5179.56,11114.49,1071.66,1117.8,350.518,521.529,105.85,3463.33,13195,4879.5,6641.1,4556.938,8038.5,5170.25,4463.91,908.43
2002-04-10,1007.367,3660.505,5229.12,11218.58,1078.09,1130.47,350.397,521.147,106.582,3479.59,13416,4852.23,6680.7,4580.77,8098.2,5265.36,4521.83,895.86
2002-04-11,991.647,3593.429,5137.43,11147.27,1069.07,1103.69,350.849,525.021,104.943,3497.67,13411,4816.63,6595.9,4527.598,7971.1,5162.96,4441.54,876.17
2002-04-12,995.61,3611.786,5161.02,10962.98,1056.29,1111.01,352.306,524.383,105.367,3510.9,13750,4821.94,6593,4522.59,8027.3,5189.65,4468.29,883.64
2002-04-15,1002.879,3650.231,5201.44,11137.3,1065.51,1102.55,354.546,524.599,106.107,3461.51,13471,4856.74,6615.5,4536.309,8116.9,5244.2,4502.49,890.71
2002-04-16,1022.639,3742.875,5259.88,11346.66,1078.15,1128.37,357.174,527.238,108.144,3413.72,13622,4859.77,6679.4,4578.027,8353.5,5343.88,4598.74,911.33
2002-04-17,1023.833,3746.694,5263.88,11543.71,1089.6,1126.07,363.983,536.617,108.265,3421.82,13732,4927.43,6691.3,4601.887,8393.8,5318.55,4597.3,921
2002-04-18,1015.66,3704.864,5229.37,11575.73,1095.29,1124.47,364.077,538.968,107.422,3420.94,13573,4933.26,6687.4,4599.258,8348.1,5262.88,4588.83,876.04
2002-04-19,1016.244,3709.008,5243.6,11512.01,1092.3,1125.17,363.424,539.76,107.491,3364.4,13478,4938.19,6676.7,4597.098,8420.4,5284.55,4606.42,862.03
2002-04-22,1005.657,3665.274,5221.47,11721.64,1105.91,1107.83,363.582,539.786,106.351,3390.25,13224,4890.14,6685.3,4600.117,8363.5,5205.48,4559.46,828.48
2002-04-23,1003.665,3657.796,5190.99,11736.83,1104.5,1100.96,363.83,541.916,106.156,3403.82,13188,4955.76,6675,4594.977,8356.9,5192.1,4562.55,822.21
2002-04-24,996.317,3625.673,5218.17,11672.88,1098.72,1093.14,363.579,541.889,105.395,3411.92,13380,4933.98,6679.8,4598.148,8325,5160.14,4528,795.17
2002-04-25,983.259,3574.384,5197.54,11648.72,1098.32,1091.48,358.32,542.248,104.017,3359.64,13272,4893.08,6591.8,4541.008,8171.1,5054.41,4455.99,794.69
2002-04-26,980.541,3561.078,5159.01,11541.39,1087.23,1076.32,358.172,542.59,103.75,3371.7,13075,4923.31,6530.1,4503.449,8182,5000.38,4453.08,805.17
2002-04-29,977.267,3538.735,5153.86,11541.39,1087.23,1065.45,353.165,535.795,103.398,3301.21,13090,4917.1,6566.8,4525.27,8146.3,5008.04,4430.38,793.89
2002-04-30,983.075,3574.235,5165.58,11492.54,1082.06,1076.92,352.838,537.404,104.038,3338.16,13085,4922.55,6557.6,4519.156,8154.4,5041.2,4462.74,799.57
2002-05-01,983.071,3574.235,5125.51,11552.79,1086.91,1086.46,352.755,539.791,104.109,3338.16,13085,4922.54,6557.6,4519.156,8154.4,5041.2,4462.74,800.04
2002-05-02,975.77,3543.125,5174.06,11551.01,1086.5,1084.56,352.962,543.206,103.348,3372.56,12538,4993.58,6552.3,4515.648,8048,4964.56,4421.56,808.22
2002-05-03,967.048,3496.437,5203.05,11551.01,1086.5,1073.43,354.061,545.073,102.407,3380.61,12609,5032.35,6598.7,4544.629,8019,4882.77,4354.92,781.64
2002-05-06,964.121,3479.292,5203.05,11551.01,1086.5,1052.67,349.226,540.717,102.057,3384.35,12430,5067.47,6571.5,4529.34,7945.9,4880.67,4367.26,775.76
2002-05-07,956.242,3453.288,5119.9,11316.04,1074.12,1049.49,349.533,540.906,101.154,3423.75,12342,5054.06,6478.1,4466.668,7910.7,4872.41,4296.4,778.21
2002-05-08,977.853,3540.637,5209.1,11520.75,1081.76,1088.84,354.139,542.054,103.513,3435.06,12616,5020.52,6591.9,4540.359,8087.9,5028.59,4404.02,804.45
2002-05-09,974.354,3525.594,5197.58,11633.3,1090.91,1073.01,351.955,541.522,103.149,3462.01,12101,5036.49,6595.1,4542.648,8041.4,4966.48,4386.86,804.45
2002-05-10,961.586,3465.118,5171.24,11531.11,1085.96,1054.99,349.252,542.247,101.796,3431.32,12130,5025.26,6533.1,4508.758,7897.1,4871.7,4329.84,786.21
2002-05-13,971.361,3511.008,5204.84,11336.95,1074.79,1074.56,349.25,541.253,102.823,3442.49,12002,5032.4,6568.3,4529.52,7998.1,4975.48,4375.39,789.55
2002-05-14,985.307,3575.623,5239.47,11356.19,1071.89,1097.28,352.47,540.712,104.317,3420.33,12204,5041.29,6622.3,4566.84,8103.6,5049.08,4447.12,807.45
2002-05-15,989.363,3595.73,5259.11,11642.97,1087,1091.07,356.51,551.552,104.769,3395.59,12349,5088.39,6670.1,4599.059,8162.1,5072.39,4471.27,810.01
2002-05-16,986.563,3579.028,5248.53,11738.69,1105.16,1098.23,357.137,552.122,104.474,3355.61,12660,5119.93,6692,4615.129,8088.1,5047.45,4466.36,798.7
2002-05-17,981.859,3554.766,5217.98,11847.32,1108.54,1106.59,360.733,557.789,103.986,3333.76,12699,5169.69,6740.6,4586.898,8090.6,5036.41,4442.94,800.86
2002-05-20,974.458,3518.978,5208.1,11856.54,1117.13,1091.88,357.991,555.375,103.23,3282.81,12667,5165.36,6606,4564.488,8000,4998.99,4400.75,798.74
2002-05-21,972.057,3512.879,5197.21,11801.16,1116.36,1079.88,353.247,552.483,103.009,3186.53,12701,5156.6,6623.3,4575.137,7950,4984.61,4399.2,793.26
2002-05-22,959.145,3459.021,5151.89,11961.98,1129.67,1086.02,355.827,555.617,101.658,3175.49,12367,5126.52,6585.9,4553.348,7857.1,4919.5,4326.29,768.92
2002-05-23,959.577,3467.672,5175.31,11979.85,1136.88,1097.08,353.145,550.326,101.685,3114.05,12555,5095.58,6564.1,4536.18,7902.1,4879.5,4341.59,766.43
2002-05-24,960.295,3477.062,5169.07,11976.28,1139.43,1083.82,356.517,551.083,101.724,3255.62,12573,5118.21,6576,4543.34,7950.2,4899.13,4337.43,765.16
2002-05-27,964.643,3500.937,5136.26,11976.35,1131.93,1083.82,356.165,550.464,102.178,3243.41,12698,5107.86,6607.7,4565.668,7993,4961.54,4360.71,761.39
2002-05-28,959.326,3472.403,5074.22,11936.08,1131.14,1074.55,355.143,552.501,101.578,3146.83,12728,5107.98,6584.1,4550.008,7925.1,4918.58,4339.57,755.54
2002-05-29,956.186,3462.384,5082.98,11853,1125.75,1067.66,353.158,551.1,101.177,3160.24,12985,5058.84,6598,4559.227,7946.7,4881.8,4334.85,744.82
2002-05-30,940.67,3388.44,5040.75,11770.03,1121.3,1064.66,351.027,551.327,99.586,3135.89,12985,5011.4,6544.1,4523.848,7854.8,4761.96,4260.14,733.44
2002-05-31,946.486,3425.792,5085.07,11763.7,1120.08,1067.14,346.28,547.092,100.209,3125.73,12861,5027.92,6574.8,4546.047,7949.9,4818.3,4274.64,744.29
2002-06-03,937.2,3382.54,5085.07,11901.39,1132.22,1040.68,348.063,550.091,99.179,3161.09,12659,5038.38,6551.1,4529.68,7899.7,4747.95,4227.15,736.75
2002-06-04,911.571,3260.005,5085.07,11653.07,1117.94,1040.69,348.174,549.216,96.44,3191.6,12600,5032.33,6415.7,4442.309,7667,4625.79,4065.88,720.76
