"","Ticker","Close","TRADE_DATE"
"265","2742261CH",98.92,"2007-12-18 00:00:00.000"
"266","2742261CH",98.92,"2007-12-19 00:00:00.000"
"267","2742261CH",97.17,"2007-12-20 00:00:00.000"
"268","2742261CH",97.17,"2007-12-26 00:00:00.000"
"269","2742261CH",97.17,"2007-12-27 00:00:00.000"
"270","2742261CH",97.77,"2007-12-28 00:00:00.000"
"271","2742261CH",97.77,"2008-01-01 00:00:00.000"
"272","2742261CH",97.77,"2008-01-02 00:00:00.000"
"273","2742261CH",97.77,"2008-01-03 00:00:00.000"
"274","2742261CH",97.17,"2008-01-04 00:00:00.000"
"275","2742261CH",94.74,"2008-01-07 00:00:00.000"
"276","2742261CH",94.56,"2008-01-08 00:00:00.000"
"277","2742261CH",95.33,"2008-01-09 00:00:00.000"
"278","2742261CH",95.22,"2008-01-10 00:00:00.000"
"279","2742261CH",95.22,"2008-01-11 00:00:00.000"
"280","2742261CH",93.93,"2008-01-14 00:00:00.000"
"281","2742261CH",93.93,"2008-01-15 00:00:00.000"
"282","2742261CH",93.99,"2008-01-16 00:00:00.000"
"283","2742261CH",91.2,"2008-01-17 00:00:00.000"
"284","2742261CH",91.2,"2008-01-18 00:00:00.000"
"285","2742261CH",89.95,"2008-01-21 00:00:00.000"
"286","2742261CH",86.81,"2008-01-22 00:00:00.000"
"287","2742261CH",86.95,"2008-01-23 00:00:00.000"
"288","2742261CH",85.56,"2008-01-24 00:00:00.000"
"289","2742261CH",88.18,"2008-01-25 00:00:00.000"
"290","2742261CH",88.23,"2008-01-28 00:00:00.000"
"291","2742261CH",87.76,"2008-01-29 00:00:00.000"
"292","2742261CH",87.76,"2008-01-30 00:00:00.000"
"293","2742261CH",88.5,"2008-01-31 00:00:00.000"
"294","2742261CH",88.5,"2008-02-01 00:00:00.000"
"295","2742261CH",89.62,"2008-02-04 00:00:00.000"
"296","2742261CH",89.62,"2008-02-05 00:00:00.000"
"297","2742261CH",88.08,"2008-02-06 00:00:00.000"
"298","2742261CH",88.08,"2008-02-07 00:00:00.000"
"299","2742261CH",87.24,"2008-02-08 00:00:00.000"
"300","2742261CH",87.34,"2008-02-11 00:00:00.000"
"301","2742261CH",87.34,"2008-02-12 00:00:00.000"
"302","2742261CH",87.97,"2008-02-13 00:00:00.000"
"303","2742261CH",87.97,"2008-02-14 00:00:00.000"
"304","2742261CH",88.39,"2008-02-15 00:00:00.000"
"305","2742261CH",87.2,"2008-02-18 00:00:00.000"
"306","2742261CH",88.26,"2008-02-19 00:00:00.000"
"307","2742261CH",88.04,"2008-02-20 00:00:00.000"
"308","2742261CH",87.6,"2008-02-21 00:00:00.000"
"309","2742261CH",87.6,"2008-02-22 00:00:00.000"
"310","2742261CH",87.54,"2008-02-25 00:00:00.000"
"311","2742261CH",88.75,"2008-02-27 00:00:00.000"
"312","2742261CH",89.6,"2008-02-29 00:00:00.000"
"313","2742261CH",89.6,"2008-03-03 00:00:00.000"
"314","2742261CH",86.11,"2008-03-04 00:00:00.000"
"315","2742261CH",86.11,"2008-03-05 00:00:00.000"
"316","2742261CH",85.71,"2008-03-06 00:00:00.000"
"317","2742261CH",85.36,"2008-03-07 00:00:00.000"
"318","2742261CH",84.76,"2008-03-10 00:00:00.000"
"319","2742261CH",84.76,"2008-03-11 00:00:00.000"
"320","2742261CH",84.77,"2008-03-12 00:00:00.000"
"321","2742261CH",85.21,"2008-03-13 00:00:00.000"
"322","2742261CH",85.21,"2008-03-14 00:00:00.000"
"323","2742261CH",84.17,"2008-03-17 00:00:00.000"
"324","2742261CH",83.65,"2008-03-19 00:00:00.000"
"325","2742261CH",83.65,"2008-03-28 00:00:00.000"
"326","2742261CH",84.39,"2008-03-31 00:00:00.000"
"327","2742261CH",84.39,"2008-04-01 00:00:00.000"
"328","2742261CH",84.39,"2008-04-02 00:00:00.000"
"329","2742261CH",85.65,"2008-04-03 00:00:00.000"
"330","2742261CH",85.65,"2008-04-04 00:00:00.000"
"331","2742261CH",85.6,"2008-04-07 00:00:00.000"
"332","2742261CH",86.03,"2008-04-08 00:00:00.000"
"333","2742261CH",86.03,"2008-04-09 00:00:00.000"
"334","2742261CH",85.65,"2008-04-10 00:00:00.000"
"335","2742261CH",85.65,"2008-04-11 00:00:00.000"
"336","2742261CH",85.4,"2008-04-14 00:00:00.000"
"337","2742261CH",85.08,"2008-04-15 00:00:00.000"
"338","2742261CH",85.37,"2008-04-17 00:00:00.000"
"339","2742261CH",85.37,"2008-04-18 00:00:00.000"
"340","2742261CH",86.25,"2008-04-21 00:00:00.000"
"341","2742261CH",85.77,"2008-04-22 00:00:00.000"
"342","2742261CH",85.77,"2008-04-23 00:00:00.000"
"343","2742261CH",86.43,"2008-04-24 00:00:00.000"
"344","2742261CH",86.24,"2008-04-25 00:00:00.000"
"345","2742261CH",86.24,"2008-04-28 00:00:00.000"
"346","2742261CH",86.24,"2008-04-29 00:00:00.000"
"347","2742261CH",86.24,"2008-05-01 00:00:00.000"
"348","2742261CH",86.24,"2008-05-02 00:00:00.000"
"349","2742261CH",86.24,"2008-05-05 00:00:00.000"
"350","2742261CH",86.99,"2008-05-06 00:00:00.000"
"351","2742261CH",86.99,"2008-05-07 00:00:00.000"
"352","2742261CH",86.95,"2008-05-12 00:00:00.000"
"353","2742261CH",86.76,"2008-05-13 00:00:00.000"
"354","2742261CH",86.8,"2008-05-14 00:00:00.000"
"355","2742261CH",86.8,"2008-05-15 00:00:00.000"
"356","2742261CH",87.12,"2008-05-19 00:00:00.000"
"357","2742261CH",87.27,"2008-05-20 00:00:00.000"
"358","2742261CH",87.27,"2008-05-22 00:00:00.000"
"359","2742261CH",87.27,"2008-05-23 00:00:00.000"
"360","2742261CH",86.25,"2008-05-26 00:00:00.000"
"361","2742261CH",86.17,"2008-05-27 00:00:00.000"
"362","2742261CH",86.17,"2008-05-28 00:00:00.000"
"363","2742261CH",86.17,"2008-05-29 00:00:00.000"
"364","2742261CH",86.17,"2008-05-30 00:00:00.000"
"365","2742261CH",86.64,"2008-06-02 00:00:00.000"
"366","2742261CH",86.41,"2008-06-03 00:00:00.000"
"367","2742261CH",86.41,"2008-06-05 00:00:00.000"
"368","2742261CH",86.41,"2008-06-06 00:00:00.000"
"369","2742261CH",86.41,"2008-06-09 00:00:00.000"
"370","2742261CH",86.41,"2008-06-10 00:00:00.000"
"371","2742261CH",86.41,"2008-06-11 00:00:00.000"
"372","2742261CH",85.36,"2008-06-12 00:00:00.000"
"373","2742261CH",85.21,"2008-06-13 00:00:00.000"
"374","2742261CH",85.21,"2008-06-16 00:00:00.000"
"375","2742261CH",85.22,"2008-06-17 00:00:00.000"
"376","2742261CH",85.35,"2008-06-18 00:00:00.000"
"377","2742261CH",85.35,"2008-06-19 00:00:00.000"
"378","2742261CH",85.35,"2008-06-20 00:00:00.000"
"379","2742261CH",85.35,"2008-06-23 00:00:00.000"
"380","2742261CH",85.35,"2008-06-24 00:00:00.000"
"381","2742261CH",85.35,"2008-06-25 00:00:00.000"
"382","2742261CH",84.24,"2008-06-26 00:00:00.000"
"383","2742261CH",84.24,"2008-06-27 00:00:00.000"
"384","2742261CH",84.24,"2008-06-30 00:00:00.000"
"385","2742261CH",84.24,"2008-07-01 00:00:00.000"
"386","2742261CH",84.24,"2008-07-02 00:00:00.000"
"387","2742261CH",84.24,"2008-07-03 00:00:00.000"
"388","2742261CH",84.24,"2008-07-04 00:00:00.000"
"389","2742261CH",84.24,"2008-07-08 00:00:00.000"
"390","2742261CH",82.95,"2008-07-09 00:00:00.000"
"391","2742261CH",82.95,"2008-07-10 00:00:00.000"
"392","2742261CH",82.95,"2008-07-11 00:00:00.000"
"393","2742261CH",82.95,"2008-07-14 00:00:00.000"
"394","2742261CH",82.95,"2008-07-15 00:00:00.000"
"395","2742261CH",80.98,"2008-07-16 00:00:00.000"
"396","2742261CH",80.98,"2008-07-17 00:00:00.000"
"397","2742261CH",80.98,"2008-07-18 00:00:00.000"
"398","2742261CH",80.98,"2008-07-21 00:00:00.000"
"399","2742261CH",80.98,"2008-07-22 00:00:00.000"
"400","2742261CH",80.98,"2008-07-23 00:00:00.000"
"401","2742261CH",80.98,"2008-07-24 00:00:00.000"
"402","2742261CH",84.01,"2008-07-25 00:00:00.000"
"403","2742261CH",84.01,"2008-07-28 00:00:00.000"
"404","2742261CH",84.01,"2008-07-29 00:00:00.000"
"405","2742261CH",84.01,"2008-07-30 00:00:00.000"
"406","2742261CH",84.01,"2008-08-04 00:00:00.000"
"407","2742261CH",84.01,"2008-08-05 00:00:00.000"
"408","2742261CH",84.01,"2008-08-06 00:00:00.000"
"409","2742261CH",84.01,"2008-08-07 00:00:00.000"
"410","2742261CH",84.01,"2008-08-08 00:00:00.000"
"411","2742261CH",84.01,"2008-08-11 00:00:00.000"
"412","2742261CH",85.18,"2008-08-12 00:00:00.000"
"413","2742261CH",85.18,"2008-08-13 00:00:00.000"
"414","2742261CH",85.1,"2008-08-15 00:00:00.000"
"415","2742261CH",85.1,"2008-08-18 00:00:00.000"
"416","2742261CH",85.12,"2008-08-19 00:00:00.000"
"417","2742261CH",85.12,"2008-08-20 00:00:00.000"
"418","2742261CH",85.12,"2008-08-21 00:00:00.000"
"419","2742261CH",84.01,"2008-08-22 00:00:00.000"
"420","2742261CH",84.01,"2008-08-25 00:00:00.000"
"421","2742261CH",84.32,"2008-08-26 00:00:00.000"
"422","2742261CH",84.32,"2008-08-27 00:00:00.000"
"423","2742261CH",84.21,"2008-08-28 00:00:00.000"
"424","2742261CH",84.57,"2008-08-29 00:00:00.000"
"425","2742261CH",84.57,"2008-09-01 00:00:00.000"
"426","2742261CH",84.73,"2008-09-02 00:00:00.000"
"427","2742261CH",84.73,"2008-09-03 00:00:00.000"
"428","2742261CH",84.73,"2008-09-04 00:00:00.000"
"429","2742261CH",84.17,"2008-09-05 00:00:00.000"
"430","2742261CH",84.17,"2008-09-08 00:00:00.000"
"431","2742261CH",84.17,"2008-09-09 00:00:00.000"
"432","2742261CH",84.88,"2008-09-10 00:00:00.000"
"433","2742261CH",84.75,"2008-09-11 00:00:00.000"
"434","2742261CH",84.75,"2008-09-12 00:00:00.000"
"435","2742261CH",84.75,"2008-09-15 00:00:00.000"
"436","2742261CH",83.46,"2008-09-17 00:00:00.000"
"437","2742261CH",83.46,"2008-09-18 00:00:00.000"
"438","2742261CH",81.06,"2008-09-19 00:00:00.000"
"439","2742261CH",81.06,"2008-09-22 00:00:00.000"
"440","2742261CH",81.06,"2008-09-23 00:00:00.000"
"441","2742261CH",82.23,"2008-09-24 00:00:00.000"
"442","2742261CH",82.23,"2008-09-25 00:00:00.000"
"443","2742261CH",82.62,"2008-09-26 00:00:00.000"
"444","2742261CH",82.62,"2008-09-29 00:00:00.000"
"445","2742261CH",82.62,"2008-09-30 00:00:00.000"
"446","2742261CH",82.62,"2008-10-01 00:00:00.000"
"447","2742261CH",82.62,"2008-10-02 00:00:00.000"
"448","2742261CH",80.54,"2008-10-03 00:00:00.000"
"449","2742261CH",80.85,"2008-10-06 00:00:00.000"
"450","2742261CH",80.85,"2008-10-07 00:00:00.000"
"451","2742261CH",80.85,"2008-10-08 00:00:00.000"
"452","2742261CH",80.85,"2008-10-09 00:00:00.000"
"453","2742261CH",73.4,"2008-10-10 00:00:00.000"
"454","2742261CH",73.4,"2008-10-13 00:00:00.000"
"455","2742261CH",73.95,"2008-10-14 00:00:00.000"
"456","2742261CH",75.9,"2008-10-15 00:00:00.000"
"457","2742261CH",75.9,"2008-10-16 00:00:00.000"
"458","2742261CH",71.87,"2008-10-17 00:00:00.000"
"459","2742261CH",73.31,"2008-10-20 00:00:00.000"
"460","2742261CH",74.67,"2008-10-21 00:00:00.000"
"461","2742261CH",74.49,"2008-10-22 00:00:00.000"
"462","2742261CH",72.58,"2008-10-23 00:00:00.000"
"463","2742261CH",71.92,"2008-10-24 00:00:00.000"
"464","2742261CH",70.07,"2008-10-27 00:00:00.000"
"465","2742261CH",70.07,"2008-10-28 00:00:00.000"
"466","2742261CH",68.54,"2008-10-29 00:00:00.000"
"467","2742261CH",71.12,"2008-10-30 00:00:00.000"
"468","2742261CH",71.83,"2008-10-31 00:00:00.000"
"469","2742261CH",73.23,"2008-11-03 00:00:00.000"
"470","2742261CH",73.84,"2008-11-04 00:00:00.000"
"471","2742261CH",75.31,"2008-11-05 00:00:00.000"
"472","2742261CH",75.31,"2008-11-06 00:00:00.000"
"473","2742261CH",72.94,"2008-11-07 00:00:00.000"
"474","2742261CH",73.17,"2008-11-10 00:00:00.000"
"475","2742261CH",73.62,"2008-11-11 00:00:00.000"
"476","2742261CH",71.96,"2008-11-12 00:00:00.000"
"477","2742261CH",70.93,"2008-11-13 00:00:00.000"
"478","2742261CH",70.77,"2008-11-14 00:00:00.000"
"479","2742261CH",70.77,"2008-11-17 00:00:00.000"
"480","2742261CH",70.69,"2008-11-18 00:00:00.000"
"481","2742261CH",70.66,"2008-11-19 00:00:00.000"
"482","2742261CH",69.64,"2008-11-20 00:00:00.000"
"483","2742261CH",68.08,"2008-11-21 00:00:00.000"
"484","2742261CH",67.69,"2008-11-24 00:00:00.000"
"485","2742261CH",69.72,"2008-11-25 00:00:00.000"
"486","2742261CH",70.25,"2008-11-26 00:00:00.000"
"487","2742261CH",70.32,"2008-11-27 00:00:00.000"
"488","2742261CH",71.13,"2008-12-01 00:00:00.000"
"489","2742261CH",70.02,"2008-12-02 00:00:00.000"
"490","2742261CH",70.15,"2008-12-03 00:00:00.000"
"491","2742261CH",70.73,"2008-12-04 00:00:00.000"
"492","2742261CH",70.28,"2008-12-08 00:00:00.000"
"493","2742261CH",72.13,"2008-12-09 00:00:00.000"
"494","2742261CH",72.12,"2008-12-10 00:00:00.000"
"495","2742261CH",72.36,"2008-12-11 00:00:00.000"
"496","2742261CH",72.49,"2008-12-12 00:00:00.000"
"497","2742261CH",71.57,"2008-12-15 00:00:00.000"
"498","2742261CH",71.13,"2008-12-16 00:00:00.000"
"499","2742261CH",71.23,"2008-12-17 00:00:00.000"
"500","2742261CH",70.36,"2008-12-18 00:00:00.000"
"501","2742261CH",70.04,"2008-12-19 00:00:00.000"
"502","2742261CH",70.34,"2008-12-22 00:00:00.000"
"503","2742261CH",69.65,"2008-12-26 00:00:00.000"
"504","2742261CH",68.89,"2008-12-29 00:00:00.000"
"505","2742261CH",69.58,"2008-12-31 00:00:00.000"
"506","2742261CH",72.34,"2009-01-06 00:00:00.000"
"507","2742261CH",72.89,"2009-01-07 00:00:00.000"
"508","2742261CH",72.17,"2009-01-08 00:00:00.000"
"509","2742261CH",71.73,"2009-01-09 00:00:00.000"
"510","2742261CH",71.53,"2009-01-12 00:00:00.000"
"511","2742261CH",70.77,"2009-01-13 00:00:00.000"
"512","2742261CH",70.05,"2009-01-14 00:00:00.000"
"513","2742261CH",68.37,"2009-01-15 00:00:00.000"
"514","2742261CH",67.93,"2009-01-16 00:00:00.000"
"515","2742261CH",68.38,"2009-01-19 00:00:00.000"
"516","2742261CH",68.08,"2009-01-20 00:00:00.000"
"517","2742261CH",67.13,"2009-01-21 00:00:00.000"
"518","2742261CH",67.08,"2009-01-22 00:00:00.000"
"519","2742261CH",67.16,"2009-01-23 00:00:00.000"
"520","2742261CH",67.16,"2009-01-26 00:00:00.000"
"521","2742261CH",67.99,"2009-01-27 00:00:00.000"
"522","2742261CH",67.93,"2009-01-28 00:00:00.000"
"523","2742261CH",69.06,"2009-01-29 00:00:00.000"
"524","2742261CH",68.07,"2009-01-30 00:00:00.000"
"525","2742261CH",67.9,"2009-02-02 00:00:00.000"
"526","2742261CH",67.2,"2009-02-03 00:00:00.000"
"527","2742261CH",67.43,"2009-02-04 00:00:00.000"
"528","2742261CH",68.09,"2009-02-05 00:00:00.000"
"529","2742261CH",67.36,"2009-02-06 00:00:00.000"
"530","2742261CH",67.88,"2009-02-09 00:00:00.000"
"531","2742261CH",68.03,"2009-02-10 00:00:00.000"
"532","2742261CH",67.49,"2009-02-11 00:00:00.000"
"533","2742261CH",67.43,"2009-02-12 00:00:00.000"
"534","2742261CH",66.96,"2009-02-13 00:00:00.000"
"535","2742261CH",67.09,"2009-02-16 00:00:00.000"
"536","2742261CH",66.35,"2009-02-17 00:00:00.000"
"537","2742261CH",64.95,"2009-02-18 00:00:00.000"
"538","2742261CH",64.95,"2009-02-19 00:00:00.000"
"539","2742261CH",65.23,"2009-02-20 00:00:00.000"
"540","2742261CH",63.67,"2009-02-23 00:00:00.000"
"541","2742261CH",62.93,"2009-02-24 00:00:00.000"
"542","2742261CH",62.56,"2009-02-25 00:00:00.000"
"543","2742261CH",62.56,"2009-02-26 00:00:00.000"
"544","2742261CH",63.02,"2009-02-27 00:00:00.000"
"545","2742261CH",63.02,"2009-03-02 00:00:00.000"
"546","2742261CH",60.12,"2009-03-03 00:00:00.000"
"547","2742261CH",59.56,"2009-03-04 00:00:00.000"
"548","2742261CH",59.56,"2009-03-05 00:00:00.000"
"549","2742261CH",59.38,"2009-03-06 00:00:00.000"
"550","2742261CH",57.97,"2009-03-09 00:00:00.000"
"551","2742261CH",58,"2009-03-10 00:00:00.000"
"552","2742261CH",59.71,"2009-03-11 00:00:00.000"
"553","2742261CH",59.71,"2009-03-12 00:00:00.000"
"554","2742261CH",61.54,"2009-03-13 00:00:00.000"
"555","2742261CH",62.21,"2009-03-16 00:00:00.000"
"556","2742261CH",63.14,"2009-03-19 00:00:00.000"
"557","2742261CH",63.39,"2009-03-20 00:00:00.000"
"558","2742261CH",63.41,"2009-03-23 00:00:00.000"
"559","2742261CH",64.89,"2009-03-24 00:00:00.000"
"560","2742261CH",64.77,"2009-03-25 00:00:00.000"
"561","2742261CH",64.77,"2009-03-26 00:00:00.000"
"562","2742261CH",65.67,"2009-03-27 00:00:00.000"
"563","2742261CH",64.92,"2009-03-30 00:00:00.000"
"564","2742261CH",63.53,"2009-03-31 00:00:00.000"
"565","2742261CH",64.32,"2009-04-01 00:00:00.000"
"566","2742261CH",65.02,"2009-04-02 00:00:00.000"
"567","2742261CH",66.53,"2009-04-03 00:00:00.000"
"568","2742261CH",66.18,"2009-04-06 00:00:00.000"
"569","2742261CH",66.07,"2009-04-07 00:00:00.000"
"570","2742261CH",65.94,"2009-04-08 00:00:00.000"
"571","2742261CH",67.3,"2009-04-17 00:00:00.000"
"572","2742261CH",67.94,"2009-04-20 00:00:00.000"
"573","2742261CH",66.95,"2009-04-21 00:00:00.000"
"574","2742261CH",66.8,"2009-04-22 00:00:00.000"
"575","2742261CH",67.12,"2009-04-23 00:00:00.000"
"576","2742261CH",67.32,"2009-04-24 00:00:00.000"
"577","2742261CH",67.97,"2009-04-27 00:00:00.000"
"578","2742261CH",68.09,"2009-04-28 00:00:00.000"
"579","2742261CH",67.7,"2009-04-29 00:00:00.000"
"580","2742261CH",68.32,"2009-05-01 00:00:00.000"
"581","2742261CH",68.32,"2009-05-04 00:00:00.000"
"582","2742261CH",69.36,"2009-05-05 00:00:00.000"
"583","2742261CH",69.47,"2009-05-06 00:00:00.000"
"584","2742261CH",69.76,"2009-05-07 00:00:00.000"
"585","2742261CH",69.84,"2009-05-08 00:00:00.000"
"586","2742261CH",70.57,"2009-05-11 00:00:00.000"
"587","2742261CH",70.15,"2009-05-12 00:00:00.000"
"588","2742261CH",70.13,"2009-05-13 00:00:00.000"
"589","2742261CH",69.38,"2009-05-14 00:00:00.000"
"590","2742261CH",69.66,"2009-05-15 00:00:00.000"
"591","2742261CH",69.65,"2009-05-18 00:00:00.000"
"592","2742261CH",70.59,"2009-05-19 00:00:00.000"
"593","2742261CH",71.08,"2009-05-21 00:00:00.000"
"594","2742261CH",70.87,"2009-05-22 00:00:00.000"
"595","2742261CH",70.55,"2009-05-25 00:00:00.000"
"596","2742261CH",70.58,"2009-05-26 00:00:00.000"
"597","2742261CH",70.58,"2009-05-27 00:00:00.000"
"598","2742261CH",70.43,"2009-05-28 00:00:00.000"
"599","2742261CH",70.16,"2009-06-01 00:00:00.000"
"600","2742261CH",70.71,"2009-06-02 00:00:00.000"
"601","2742261CH",70.93,"2009-06-03 00:00:00.000"
