"Data","Link","UK INTERBANK 1 MTH (LDN:BBA) - OFFERED RATE","SWITZERLAND IBK. 1 MTH (LDN:BBA) - OFFERED RATE","EURO INTERBANK 1 MTH (LDN:BBA) - OFFERED RATE","JAPAN INTERBANK 1 MTH (LDN:BBA) - OFFERED RATE","CANADA INTERBANK 1 MTH (LDN:BBA) - OFFERED RATE","AUSTRALIA INTERBANK 1 MTH (LDN:BBA) - OFFERED RATE"
1990-01-01,1990-01-31,-0.00546703099769545,-0.00072377607460894,,0.00150091894750217,,-0.00731698013782555
1990-02-01,1990-02-28,-0.00557075768813769,-0.00113730367924653,,0.00133280316553109,,-0.00703565816983764
1990-03-01,1990-03-31,-0.00551903399608888,-0.00077553451137789,,0.00093143603111817,,-0.00625175659059325
1990-04-01,1990-04-30,-0.00544159380688374,-0.00046536881317643,,0.00098315704796489,,-0.00560876071898215
1990-05-01,1990-05-31,-0.00544131314822061,-0.00074961553404887,,0.00098310617702577,-0.00387127228777238,-0.00515837314247460
1990-06-01,1990-06-30,-0.00557075768813769,-0.00041371464622784,,0.00082794312620879,-0.00441273957084939,-0.00521062906688229
1990-07-01,1990-07-31,-0.00546787702961082,-0.00067219940999027,,0.00064677198368796,-0.00415521999793890,-0.00540357535841364
1990-08-01,1990-08-31,-0.00577797727988857,-0.00082747212003254,,0.00036223447315792,-0.00432373519707620,-0.00567509132887455
1990-09-01,1990-09-30,-0.00572624020767783,-0.00031036623464529,,-0.00015519515822247,-0.00382113446452021,-0.00472265036005945
1990-10-01,1990-10-31,-0.00563592893628794,0.00031044652807951,,0.00005173439562448,-0.00335700767169104,-0.00443917520406066
1990-11-01,1990-11-30,-0.00495459312468345,-0.00015520318715042,,-0.00003880719401102,-0.00356359318375025,-0.00397594306846531
1990-12-01,1990-12-31,-0.00448882419235547,-0.00029730195921652,,0.00005171299290083,-0.00282721694548830,-0.00309789590999532
1991-01-01,1991-01-31,-0.00557392029403092,-0.00093114692983045,,-0.00046568184423690,-0.00297146324088023,-0.00347444980533967
1991-02-01,1991-02-28,-0.00588601451512255,-0.00121618314663150,,-0.00098341148165101,-0.00336030507214794,-0.00408258751597198
1991-03-01,1991-03-31,-0.00516476718779405,-0.00113853968723806,,-0.00130662734930891,-0.00232744680823287,-0.00382449171524059
